Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Current Landfill Status
1994,Anchorage Regional Landfill,AK,15500 E. Eagle River Loop Road,Eagle River,Anchorage,99577,61.293281,-149.602138,Public,"Municipality of Anchorage, AK",1987,Open
11941,Capitol Disposal Landfill,AK,5600 Tonsgard Court,Juneau,Juneau,99801,58.3528,-134.4947,Private,"Waste Management, Inc.",1965,Open
12216,Central Peninsula Landfill (CPL),AK,46915 Sterling Highway,Soldotna,Kenai Peninsula,99669,60.44714,-151.10369,Public,"Kenai Peninsula Borough, AK",1969,Open
10960,Kodiak Island Borough Landfill,AK,1203 Monashka Bay Road,Kodiak,Kodiak Island,99615,57.80874,-152.40761,Public,"Kodiak Island Borough, AK",,Closed
11020,Merrill Field Landfill,AK,800 Merrill Field Drive,Anchorage,Anchorage,99501,61.21266,-149.84012,Public,"Municipality of Anchorage, AK",1960,Closed
10980,Palmer Central Landfill,AK,"1201 N. 49th State Street
Just off the Palmer-Wasilla Highway",Palmer,Matanuska-Susitna,99645,61.59,-149.21,Public,"Matanuska-Susitna Borough, AK",1980,Open
10961,South Cushman Landfill,AK,455 Sanduri Street,Fairbanks,Fairbanks North Star,99701,64.80476,-147.70085,Public,"Fairbanks North Star Borough, AK",1963,Open
11000,Unalaska Landfill,AK,1181 Summer Bay Road,Unalaska,Aleutians West,99685,53.88463,-166.50657,Public,City of Unalaska,1970,Closed
23,Advanced Disposal Cedar Hill Landfill,AL,1319 N. Business Creek Road,Ragland,St. Clair,35131,33.68345,-86.25272,Private,Advanced Disposal Services,1975,Open
7,Advanced Disposal Star Ridge Landfill,AL,3301 Acmar Road,Moody,St. Clair,35004,33.60527,-86.51658,Private,Advanced Disposal Services,1983,Open
10860,Arrowhead Landfill,AL,"On Cahaba Road
Entrance at 626 Tayloe Road",Uniontown,Perry,36786,32.413,-87.4685,Private,"Green Group Holdings, LLC",2007,Open
27,Athens/Limestone County SLF MSWLF,AL,"Strain Road
off Highway 31",Athens,Limestone,35611,34.7634,-86.9399,Public,"City of Athens, AL",1972,Closed
16,Bishop Landfill Company,AL,379 Pleasant Grove Cutoff Road,Albertville,Marshall,35950,34.27823,-86.33707,Private,Bishop Landfill Company,1968,Closed
2005,Black Warrior Solid Waste Facility,AL,3301 Landfill Drive,Coker,Tuscaloosa,35452,33.24314,-87.66585,Public,"Black Warrior Solid Waste Disposal Authority, AL",1997,Open
2006,Blount County/Nectar/Hayden LF & TS,AL,2390 Armstrong Loop,Hayden,Blount,35079,33.8888,-86.712,Public,"Blount County, AL",1980,Closed
2408,Brundidge Landfill,AL,515 Cleanwater Drive,Brundidge,Pike,36010,31.7041,-85.8299,Private,Brundidge Acquisitions,1991,Open
6,Calhoun County SLF,AL,3625 Morrisville Road,Anniston,Calhoun,36201,33.675,-85.92,Public,"Calhoun County Commission, AL",1969,Closed
8,Chastang SLF,AL,17045 Highway 43,Mt. Vernon,Mobile,36560,31.06179,-88.02503,Public,"City of Mobile, AL",1976,Open
2409,Chilton County Landfill,AL,300 Industrial Drive,Thorsby,Chilton,35171,32.9285,-86.7405,Private,"Republic Services, Inc.",,Closed
2,City of Decatur-Morgan County Regional MSW Landfill,AL,500 Landfill Drive,Trinity,Morgan,35673,34.6175,-87.10163,Public,"City of Decatur, AL; Morgan County, AL",1980,Open
19,City of Dothan SLF MSWLF,AL,1290 Burkett Road,Dothan,Houston,36303,31.238766,-85.356721,Public,"City of Dothan, AL",1977,Open
9,Coffee County Sanitary Landfill,AL,7733 Highway 125,Elba,Coffee,36323,31.507053,-86.000975,Public,"Coffee County Commission, AL",1993,Open
3,Cullman County SLF,AL,"Highway 69
near Cold Springs",,Cullman,,,,Public,"Cullman County Commission, AL",1974,Closed
4,Cullman Environmental Waste Management Center,AL,2805 AL Highway 69 South,Cullman,Cullman,35057,34.02878,-86.90069,Private,"Cullman Environmental, Inc.",1993,Open
15,Eastern Area Landfill,AL,2787 Alton Drive,Birmingham,Jefferson,35210,33.5978,-86.6288,Public,"City of Birmingham, AL",1974,Open
35,Florence SLF MSWLF,AL,"29485 Waterloo Road & Savannah Highway
State Highway 20",Florence,Lauderdale,35630,34.806005,-87.714765,Public,"City of Florence Public Works, AL",1988,Closed
34,Florence SLF MSWLF (Old),AL,Irvine Avenue,Florence,Lauderdale,35630,34.803,-87.7058,Private,Hensley-Graves Holdings LLC,1972,Closed
11,Huntsville MSWLF,AL,4100 Leeman Ferry Road SW,Huntsville,Madison,35804,34.6885,-86.592,Public,City of Huntsville S.W. Disposal Authority,1946,Open
10,Irvington SLF,AL,7195 Half Mile Road,Irvington,Mobile,36544,30.490688,-88.210629,Public,Mobile County Commission,1974,Closed
25,Jefferson County LF No. 1,AL,101 Barber Boulevard,Gardendale,Jefferson,35071,33.711,-86.873,Public,"Jefferson County, AL",1969,Open
13,Jefferson County LF No. 2,AL,7035 Narrows Road,Pinson,Jefferson,35126,33.7077,-86.7104,Public,"Jefferson County, AL",1982,Open
20,Magnolia Subtitle D MSW LF,AL,15140 County Road 49,Summerdale,Baldwin,36580,30.45727,-87.7761,Public,"Baldwin County, AL",1997,Open
31,Monroe County SLF,AL,,Monroeville,Monroe,,31.59573,-87.33187,Public,"Monroe County Commission, AL",1982,Closed
2011,Morris Farm Landfill,AL,4 County Road 418,Hillsboro,Lawrence,35643,34.70381,-87.22116,Private,"Republic Services, Inc.",1997,Open
14,New Georgia MSWLF,AL,2800 47th Avenue North,Birmingham,Jefferson,35207,33.585,-86.815,Public,"City of Birmingham, AL",1970,Open
18,North Montgomery SLF MSWLF,AL,115 Division Street,Montgomery,Montgomery,36104,32.4131,-86.3245,Public,"City of Montgomery, AL",1969,Open
22,Pine View SLF MSWLF,AL,2730 Bryan Road,Dora,Walker,35062,33.71458,-87.04981,Private,"Republic Services, Inc.",1993,Open
17,Salem Landfill,AL,4210 Lee Road 183,Opelika,Lee,36804,32.65347,-85.2636,Private,"Waste Management, Inc.",1985,Open
2410,Sand Valley Landfill,AL,3345 County Road 209,Collinsville,DeKalb,35961,34.342,-85.862,Private,"Republic Services, Inc.",1997,Open
30,Saraland SLF,AL,,,Mobile,,,,Public,"City of Saraland, AL",1969,Closed
11821,Scottsboro Landfill,AL,650 County Road 412,Hollywood,Jackson,35768,34.756,-85.919,Public,"City of Scottsboro, AL",1970,Closed
12,Shannon SLF,AL,2785 Shannon Oxmoor Road,Birmingham,Jefferson,35211,33.42488,-86.85479,Public,"Jefferson County, AL",1972,Closed
5,Shelby County Highway 70 Landfill,AL,"4154 Highway 70
401 Landfill Road",Columbiana,Shelby,35051,33.171785,-86.687566,Public,"Shelby County, AL",1997,Open
32,Shoals Solid Waste Disposal Authority (SSWDA) LF,AL,2015 Missouri Street Highway 43 S,Tuscumbia,Colbert,35674,34.694,-87.6609,Public,"Shoals Solid Waste Disposal Authority, AL",1967,Open
11581,"Stones Throw Landfill, LLC",AL,1303 Washington Boulevard,Tallassee,Tallapoosa,36078,32.5154,-85.8311,Private,Advanced Disposal Services,1982,Open
2204,Three Corners Landfill,AL,2205 County Road 6,Piedmont,Cherokee,36272,33.9962,-85.7254,Private,Advanced Disposal Services,1998,Open
21,Timberlands Landfill,AL,22800 Highway 41,Brewton,Escambia,36426,31.2593,-87.1923,Private,Escambia County Environmental Corp.,1993,Open
11982,"Turkey Trot Landfill, LLC",AL,2328 Mannish Ryan Road,Citronelle,Washington,36522,31.15848,-88.19,Private,Advanced Disposal Services,2010,Open
33,Valley View SLF,AL,,Stevenson,Jackson,35772,,,Private,"Waste Management, Inc.",1979,Closed
2015,Walker County Landfill (Carbon Hill),AL,,Jasper,Walker,,33.875,-87.2465,Public,"Walker County, AL",,Closed
2009,Willow Ridge Landfill,AL,10512 Highway 13,Haleyville,Winston,35565,34.17569,-87.60779,Public,Haleyville Solid Waste Disposal Authority,1983,Open
11542,Ashley County Landfill,AR,309 Ashley 438 Road,Hamburg,Ashley,71646,33.212,-91.84759,Public,"Ashley County, AR",,Open
11544,City of Conway Landfill,AR,4550 Highway 64 West,Conway,Faulkner,72032,35.1119,-92.5068,Public,"City of Conway, AR",1991,Open
11547,City of Helena - West Helena Regional LF,AR,1448 B Phillips Highway 217,West Helena,Phillips,72390,34.56726,-90.629,Public,"City of Helena - West Helena, AR",,Open
11541,City of Hope Landfill,AR,3759 Highway 67 West,Hope,Hempstead,71801,33.6422,-93.6781,Public,"City of Hope, AR",,Open
11546,City of Morrilton Landfill,AR,51 Dump Road,Morrilton,Conway,72110,35.1297,-92.6976,Public,"City of Morrilton, AR",1994,Open
2291,Craighead County Solid Waste Disposal Authority LF,AR,238 County Road 476,Jonesboro,Craighead,72404,35.719434,-90.68862,Public,Craighead County Solid Waste Disposal Authority,1991,Open
10500,Crittenden County Sanitary Landfill,AR,1299 Kuhn Road,West Memphis,Crittenden,72301,35.13597,-90.25606,Public,"Crittenden County, AR",1989,Open
2282,Eco-Vista Landfill,AR,2210 Waste Management Drive,Springdale,Washington,72762,36.140147,-94.256073,Private,"Waste Management, Inc.",1980,Open
11441,EMS Class 1 Landfill,AR,203 Possum Waller Road,DeWitt,Arkansas,72042,34.311,-91.272,Private,Eaton-Moery Environmental Services,,Open
2052,Fort Smith SLF,AR,5900 Commerce Road,Fort Smith,Sebastian,72916,35.2926,-94.3704,Public,"City of Fort Smith Department of Sanitation, AR",1981,Open
11550,IESI Cherokee Village Landfill,AR,100 Landfill Road,Cherokee Village,Fulton,72529,36.28126,-91.63128,Private,"Waste Connections, Inc.",1975,Open
11442,Jackson County Landfill,AR,2069 Jackson CR-265,Amagon,Jackson,72005,35.5894,-91.0922,Public,"Jackson County, AR",,Open
2283,Jefferson County Landfill,AR,6000 Gravel Pit Road,White Hall,Jefferson,71602,34.34676,-92.19214,Private,"Waste Management, Inc.",1992,Open
2093,Little Rock City SW Landfill,AR,10803 Ironton Cut Off Road,Little Rock,Pulaski,72206,34.65129,-92.30241,Public,"City of Little Rock, AR",1976,Open
11421,Mississippi County LF,AR,1695 East CR-506,Luxora,Mississippi,72358,35.78,-89.97,Public,"Mississippi County, AR",1980,Closed
2293,Modelfill Landfill,AR,3817 Mabelvale Pike,Little Rock,Pulaski,72204,34.7124,-92.3318,Private,"Republic Services, Inc.",1980,Closed
11543,NABORS Landfill,AR,1320 RLH Landfill Road,Mountain Home,Baxter,72653,36.4639,-92.45196,Public,Northwest AR RSWMD,,Closed
11280,Northeast AR RSWMD Landfill Phases 2 & 3,AR,1810 Greene 890 Road,Paragould,Greene,72450,36.085,-90.4539,Public,Northeast AR RSWMD,1979,Open
2284,Ozark Ridge Landfill,AR,"10140 Ozark Ridge Access Lane
County Road 47 (South New Hope Road) and Hwy 7",Danville,Yell,72833,35.09,-93.2079,Private,"Waste Management, Inc.",1986,Open
11545,"Rolling Meadows Landfill, Inc.",AR,1420 Hamric Road,Hazen,Prairie,72064,34.8476,-91.59002,Private,WCA Waste Corporation,1991,Open
11548,Saline County RWMD LF,AR,18511 W. Sardis Road,Bauxite,Saline,72011,34.5606,-92.4818,Private,"Republic Services, Inc.",1992,Open
20802,Shannon Road Landfill,AR,7700 Shannon Road,Pine Bluff,Jefferson,71603,34.204169,-92.09412,Private,"Waste Management, Inc.",1976,Closed
2043,Two Pine Landfill,AR,100 Two Pine Drive,North Little Rock,Pulaski,72117,34.8371,-92.1497,Private,"Waste Management, Inc.",1981,Open
2401,Union County Recycling & Disposal Facility,AR,3083 Smackover Highway,El Dorado,Union,71730,33.32,-92.6855,Private,WCA Waste Corporation,1988,Open
11549,Upper Southwest RSWMD,AR,319 Landfill Road,Nashville,Howard,71852,34.075,-93.868,Public,Upper SW Arkansas RSWMD,1994,Open
1768,27th Avenue Landfill,AZ,3060 S. 27th Avenue,Phoenix,Maricopa,85009,33.42,-112.1168,Public,"City of Phoenix, AZ",1978,Closed
20766,Apache County Regional Landfill - Blue Hills,AZ,"Highway 191
3 mi NE of St. Johns",St. Johns,Apache,85936,34.529,-109.312,Public,"Apache County, AZ",1990,Open
1773,Apache Junction LF,AZ,4050 South Tomahawk Road,Apache Junction,Pinal,85219,33.37893,-111.52877,Private,"Republic Services, Inc.",1972,Open
1783,Butterfield Station Landfill,AZ,40404 S. 99th Avenue,Mobile,Maricopa,85139,33.08,-112.2757,Private,"Waste Management, Inc.",1990,Open
12210,Cactus Landfill,AZ,22481 East Deep Well Ranch Road,Florence,Pinal,85132,32.7679,-111.3223,Private,"Republic Services, Inc.",2004,Open
20787,Cave Creek MSW Landfill,AZ,3955 E. Carefree Highway,Cave Creek,Maricopa,85331,33.79,-111.997,Public,"Maricopa County, AZ",1984,Closed
1782,Cinder Lake MSW LF,AZ,6770 E. Cinder Lake Landfill Road,Flagstaff,Coconino,86004,35.307,-111.517,Public,"City of Flagstaff, AZ",1965,Open
1781,City of Chandler Landfill,AZ,3850 South McQueen Road,Chandler,Maricopa,85286,33.251,-111.8251,Public,"City of Chandler, AZ",1981,Closed
1787,City of Glendale Municipal Landfill,AZ,11480 W Glendale Avenue,Glendale,Maricopa,85307,33.5364,-112.3065,Public,"City of Glendale, AZ",1973,Open
20767,Cochise County Western Regional Landfill,AZ,2595 N. Sagebrush Road,Huachuca City,Cochise,85616,31.718,-110.288,Public,"Cochise County, AZ",2001,Open
1784,Cocopah Landfill,AZ,"16500 S. Avenue C
1/2 mi E of County 16 & S. Avenue C",Somerton,Yuma,85350,32.5915,-114.6713,Private,Cocopah Indian Tribe,,Closed
2414,Copper Mountain Landfill,AZ,34853 East County 12th Street,Wellton,Yuma,85356,32.649,-114.05565,Private,"Republic Services, Inc.",1995,Open
2335,Deer Valley Landfill,AZ,15202 N 19th Avenue,Phoenix,Maricopa,85023,33.621,-112.0996,Public,"City of Phoenix, AZ",,Closed
2390,Dudleyville Landfill,AZ,8195 North Highway 177,Winkelman,Pinal,85292,32.9997,-110.7879,Public,Pinal County,,Open
20753,Durham Regional Landfill,AZ,"22316 S. Harmon Road
6 miles north and 3 miles east of the I-10 Red Rock Interchange (Exit 226)",Florence,Pinal,85132,32.68,-111.291,Private,"Durham Regional Landfill, LLC",2016,Open
2194,Gray Wolf Regional Landfill,AZ,23355 East Highway 169,Dewey,Yavapai,86327,34.5167,-112.0483,Private,"Waste Management, Inc.",1993,Open
1769,Harrison Landfill,AZ,9245 East Irvington Road,Tucson,Pima,85730,32.1627,-110.7902,Public,"City of Tucson, AZ",1972,Closed
1785,Huachuca City Landfill,AZ,600 Skyline Drive,Huachuca,Cochise,85616,31.637,-110.329,Public,"City of Huachuca, AZ",,Open
2391,Ironwood Landfill,AZ,12720 East Highway 287,Florence,Pinal,85232,33.0077,-111.4316,Private,"Waste Management, Inc.",1971,Closed
2411,La Paz County Landfill,AZ,"26999 Highway 95
Mile Post 128",Parker,La Paz,85344,33.951822,-114.216539,Public,County of La Paz,1990,Open
2412,Lake Havasu Landfill,AZ,3251 East Chenoweth Drive,Lake Havasu City,Mohave,86404,34.5463,-114.339,Public,City of Lake Havasu,1971,Open
12205,Lone Cactus Landfill,AZ,21402 N. 7th Street,Phoenix,Maricopa,85024,33.682456,-112.065633,Private,"Waste Management, Inc.",1981,Closed
1770,Los Reales Landfill,AZ,5300 E. Los Reales Road,Tucson,Pima,85756,32.1192,-110.88,Public,"City of Tucson, AZ",1967,Open
21213,Marana Regional Landfill,AZ,14508 West Avra Valley Road,Marana,Pima,85653,32.410302,-111.283295,Private,"Waste Management, Inc.",2013,Open
2413,Mohave Valley Landfill,AZ,3999 El Rodeo Road,Mohave Valley,Mohave,86426,35.0135,-114.567,Public,County of Mohave,1990,Open
1800,North Center Street Landfill,AZ,2799 North Center Street,Scottsdale,Maricopa,85256,33.465,-111.8295,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1970,Closed
1786,Northwest Regional MSW Landfill,AZ,19401 W. Deer Valley Road,Surprise,Maricopa,85387,33.678,-112.481,Private,"Waste Management, Inc.",1983,Open
1771,Painted Desert Landfill,AZ,9001 N. Porter Avenue,Joseph City,Navajo,86032,34.998,-110.3347,Private,"Waste Management, Inc.",1984,Open
1788,Queen Creek MSW Landfill,AZ,20224 E Riggs Road,Queen Creek,Maricopa,85142,33.2195,-111.6469,Public,"Maricopa County, AZ",1972,Closed
1789,Rio Rico MSW Landfill,AZ,1500 W. Frontage Road,Rio Rico,Santa Cruz,85648,31.5194,-111.0186,Public,"Santa Cruz County, AZ",1981,Open
1798,Salt River Landfill,AZ,13602 N. Beeline Highway,Scottsdale,Maricopa,85256,33.508775,-111.778214,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1993,Open
2392,Sierra Estrella Landfill,AZ,22087 North Ralston Road,Maricopa,Maricopa,85239,33.08,-112.1253,Private,"Waste Management, Inc.",,Open
1790,Skunk Creek Landfill,AZ,3165 W. Happy Valley Road,Phoenix,Maricopa,85027,33.71276,-112.12764,Public,"City of Phoenix, AZ",1973,Closed
20695,South Yuma County Landfill,AZ,19536 S. Avenue 1 E,Yuma,Yuma,85365,32.5689,-114.61613,Private,"CR&R, Inc.",2001,Open
1772,Southwest Regional Landfill,AZ,24427 S Highway 85,Buckeye,Maricopa,85326,33.34469,-112.62391,Public,Buckeye Pollution Control Corp. (BPCC),1997,Open
12141,State Route 85 Landfill,AZ,28633 W. Patterson Road,Buckeye,Maricopa,85326,33.178917,-112.66485,Public,"City of Phoenix, AZ",2006,Open
1791,Tangerine Road MSW Landfill,AZ,10220 W. Tangerine Road,Marana,Pima,85653,32.41944,-111.1833,Public,"Pima County, AZ",1983,Closed
1799,Tri-Cities Landfill,AZ,11630 North Beeline Highway,Scottsdale,Maricopa,85256,33.476,-111.8295,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1972,Closed
1,Vincent Mullins Landfill,AZ,East Speedway Boulevard,Tucson,Pima,85715,32.23565,-110.8378,Public,"City of Tucson, AZ",1972,Closed
36,Acme LF,CA,950 Waterbird Way,Martinez,Contra Costa,94553,38.034,-122.09056,Private,Acme Fill Corporation,1954,Closed
37,Aerojet Liquid Rocket Company LF,CA,,Rancho Cordova,Sacramento,95670,38.58333,-121.3,Private,Aerojet,,Unknown
349,All Purpose Landfill,CA,5401 Lafayette Street,Santa Clara,Santa Clara,95054,37.41639,-121.97056,Public,"City of Santa Clara, CA",1962,Closed
179,Allied Imperial Landfill,CA,104 East Robinson Road,Imperial,Imperial,92251,32.858,-115.526,Private,"Republic Services, Inc.",1971,Open
39,Altamont Landfill & Resource Recovery Facility,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,"Waste Management, Inc.",1980,Open
40,Alturas SLF,CA,"Alturas Dump Road
off Westside Road",Alturas,Modoc,96101,41.45861,-120.56556,Public,"Modoc County, CA",,Open
41,Amador County SLF,CA,6500 Buena Vista Road,Ione,Amador,95640,38.30315,-120.91147,Public,"Amador County, CA",,Closed
42,American Avenue Landfill,CA,18950 West American Avenue,Kerman,Fresno,93630,36.66171,-120.1457,Public,"Fresno County, CA",1971,Open
44,American Canyon SLF,CA,End of Eucalyptus Drive,American Canyon,Napa,94503,38.18056,-122.27556,Public,Napa-Vallejo Waste Management Authority,1966,Closed
45,Anderson Landfill,CA,18703 Cambridge Road,Anderson,Shasta,96007,40.45,-122.283334,Private,"Waste Management, Inc.",1977,Open
46,Annapolis LF,CA,,Annapolis,Sonoma,95412,38.716667,-123.366667,Public,"Sonoma County, CA",,Closed
47,Antelope Valley Recycling and Disposal Facility,CA,1200 W. City Ranch Road,Palmdale,Los Angeles,93551,34.56768,-118.14994,Private,"Waste Management, Inc.",1958,Open
48,Anza Disposal Site,CA,,Anza,Riverside,92539,33.55,-116.666667,Public,"Riverside County, CA",,Closed
49,Apple Valley Disposal Site,CA,Yucca Loma Road,Apple Valley,San Bernardino,92307,34.5,-117.11,Public,"San Bernardino County, CA",1964,Closed
1942,Arizona Street LF,CA,,San Diego,San Diego,,,,Public,"City of San Diego, CA",1952,Closed
50,Arvin SLF,CA,5500 North Wheeler Ridge Road,Arvin,Kern,93203,35.1905,-118.9145,Public,"Kern County, CA",1971,Closed
351,Ascon & Desser Landfills,CA,,Wilmington,Los Angeles,,33.798068,-118.238409,Private,Desser; Watson Energy Systems,1964,Closed
51,Austin Road Landfill,CA,9999 South Austin Road,Manteca,San Joaquin,95336,37.7795,-121.1767,Private,"Republic Services, Inc.",1954,Open
52,Avenal Regional Landfill,CA,"201 North Hydril Road
1200 Skyline Boulevard",Avenal,Kings,93204,36.01195,-120.11535,Public,"City of Avenal, CA",1976,Open
53,"Azusa Land Reclamation Company, Inc.",CA,1211 W. Gladstone Street,Azusa,Los Angeles,91702,34.1159,-117.929,Private,"Waste Management, Inc.",1968,Closed
55,Badlands SLF,CA,31125 Ironwood Avenue,Moreno Valley,Riverside,92555,33.95349,-117.11758,Public,"Riverside County, CA",1966,Open
57,Baker Refuse Disposal Site,CA,72799 Soda Baker Road,Baker,San Bernardino,92309,35.233,-116.061,Public,"San Bernardino County, CA",1963,Closed
11260,Bakersfield City Landfill,CA,4200 Panorama Drive,Bakersfield,Kern,93306,35.41418,-118.94949,Public,"City of Bakersfield, CA",1956,Closed
58,Bakersfield Metropolitan SLF (BENA),CA,"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,Kern,93220,35.34387,-118.75847,Public,"Kern County, CA",1992,Open
59,Balance Rock Disposal Site,CA,,Balance Rock,Tulare,93207,35.883334,-118.666667,Public,"Tulare County, CA",,Closed
60,Barstow Sanitary Landfill,CA,32553 Barstow Road,Barstow,San Bernardino,92311,34.83389,-117.02,Public,"San Bernardino County, CA",1963,Open
194,Bass Hill LF,CA,"469-700 Johnstonville Dump Road
off Hwy 395",Johnstonville,Lassen,96130,40.35281,-120.55508,Public,"Lassen Regional Solid Waste Management Authority, CA",1974,Open
61,Beale Air Force Base SLF,CA,,Beale Air Force Base,Yuba,95903,39.1,-121.4,Public,United States Air Force,,Closed
63,Ben Lomond Solid Waste Disposal Site,CA,9835 Newell Creek Road,Ben Lomond,Santa Cruz,95005,37.09375,-122.07535,Public,"Santa Cruz County, CA",1951,Closed
64,Benton Crossing SLF,CA,899 Pit Road,Whitmore Hot Springs,Mono,93512,37.68748,-118.78128,Public,Los Angeles Department of Water & Power (LADWP),,Closed
65,Benton SLF,CA,400 Christie Lane,Benton,Mono,93514,37.81825,-118.4686,Public,United States Bureau of Land Management,,Open
66,Berryessa Garbage Service Disposal Site,CA,Steele Canyon Road,Napa,Napa,94559,38.452,-122.1829,Private,Gomez Boys,,Closed
67,Bieber Disposal Facility,CA,,Bieber,Lassen,96009,41.116667,-121.133334,Public,"Lassen Regional Solid Waste Management Authority, CA",,Closed
68,Big Bear Refuse Disposal Site,CA,38550 Holcomb Valley Road,Big Bear City,San Bernardino,92314,34.2994,-116.8736,Public,"San Bernardino County, CA",1949,Closed
69,Big Oak Flat LF,CA,Jackass Creek Road,Groveland,Tuolumne,95321,37.81286,-120.2269,Public,United States Bureau of Land Management,,Closed
70,Billy Wright Landfill,CA,17173 S. Billy Wright Road,Los Banos,Merced,93635,37.03949,-120.97235,Public,"Merced County Regional Waste Management Authority, CA",1974,Open
71,Bishop Sunland,CA,110 Sunland Reservation Road,Bishop,Inyo,93514,37.32961,-118.40007,Public,Los Angeles Department of Water & Power (LADWP),1955,Open
72,BKK Landfill-Phases I & II,CA,2210 South Azusa Avenue,West Covina,Los Angeles,91792,34.0353,-117.913,Private,BKK Corporation,1963,Closed
73,Black Butte Solid Waste Disposal Site,CA,,Mount Shasta,Siskiyou,96067,41.316667,-122.3,Public,United States Department of Agriculture; United States Forest Service,,Closed
74,Blythe Disposal Site,CA,1000 Midland Road,Blythe,Riverside,92225,33.70478,-114.62673,Public,"Riverside County, CA",1976,Open
1774,Bonsall Landfill,CA,29000 Twin Oaks Valley Road,Vista,San Diego,92084,33.2412,-117.1799,Public,"County of San Diego, CA",,Closed
75,Bonzi SLF,CA,2650 West Hatch Road,Modesto,Stanislaus,95358,37.60566,-121.03684,Private,Rudi Bonzi Inc,1967,Closed
76,Boron SLF,CA,11400 Boron Avenue,Boron,Kern,93516,34.99028,-117.6475,Public,"Kern County, CA",1973,Open
77,Borrego Landfill,CA,2449 Palm Canyon Road,Borrego Springs,San Diego,92004,33.248,-116.293,Private,"Republic Services, Inc.",1973,Open
78,Bradley Landfill,CA,9227 Tujunga Avenue,Sun Valley,Los Angeles,91352,34.23753,-118.38042,Private,"Waste Management, Inc.",1958,Closed
80,Brand Park LF,CA,,Glendale,Los Angeles,91206,34.15,-118.25,Public,"City of Glendale, CA",1957,Closed
81,Brawley Disposal Site,CA,,Brawley,Imperial,92227,32.983334,-115.533334,Public,"Imperial County, CA",,Closed
82,Bridgeport SLF,CA,,Bridgeport,Mono,95338,34.183334,-118.3,Public,United States Bureau of Land Management,,Closed
83,Buena Vista Drive SLF,CA,"1231 Buena Vista Drive
150 Rountree Lane",Watsonville,Santa Cruz,95076,36.91738,-121.81142,Public,"Santa Cruz County, CA",1981,Open
84,Burbank LF Site No. 3,CA,2500 N. Bel Aire Drive,Burbank,Los Angeles,91504,34.21018,-118.31192,Public,"City of Burbank, CA",1968,Open
85,Buttonwillow SLF,CA,,Buttonwillow,Kern,93206,34.15,-118.733334,Public,"Kern County, CA",1972,Closed
87,Calabasas SLF,CA,5300 Lost Hills Road,Agoura Hills,Los Angeles,91301,34.14862,-118.70953,Public,"Sanitation Districts of Los Angeles County, CA",1961,Open
89,Calexico Solid Waste Disposal Site,CA,"New River & Hwy 98
133 W Hwy 98",Calexico,Imperial,92231,32.6764,-115.54565,Public,Imperial Irrigation District,,Open
90,California Street LF,CA,2151 Nevada Street,Redlands,San Bernardino,92373,34.08861,-117.221,Public,"City of Redlands, CA",1963,Open
91,California Valley LF,CA,,San Luis Obispo,San Luis Obispo,,,,Public,CA Valley Community Services District,,Closed
92,Camp Roberts Solid Waste Disposal Site,CA,Sanitary Fill Road,Camp Roberts (Mil Res),San Luis Obispo,93451,35.77509,-120.7343,Public,California National Guard,,Open
93,Camp San Luis Obispo LF,CA,Sutter Avenue,Los Osos,San Luis Obispo,93406,35.31803,-120.74299,Public,State Military Department,,Closed
94,Casa Grande Site,CA,West End of Casa Grande Road,Petaluma,Sonoma,94954,38.22944,-122.60861,Public,City of Petaluma Street Department,,Closed
95,Caspar Refuse Disposal Site,CA,end of Prairie Way,Caspar,Mendocino,95460,39.338,-123.783,Public,Mendocino County Division of Solid Waste,,Closed
96,Cecilville Disposal Site,CA,Eddy Gulch Road,Cecilville,Siskiyou,96031,41.15278,-123.13333,Public,United States Department of Agriculture; United States Forest Service,,Closed
97,Cedarville LF - East,CA,,Cedarville,Modoc,,,,Public,United States Bureau of Land Management,,Closed
99,Chalfant SLF,CA,,Chalfant,Mono,93514,37.53089,-118.357,Public,"Mono County, CA",,Closed
100,Chateau Fresno LF,CA,8662 W. Muscat,Fresno,Fresno,93706,36.6856,-119.9397,Private,"Republic Services, Inc.",1967,Closed
101,Chester SLF,CA,"CR-322 Off Hwy 36
East Of Chester",Chester,Plumas,96020,40.32667,-121.13833,Public,"Plumas County, CA",,Open
102,Chestnut Avenue SLF,CA,12825 South Chestnut Avenue,Fresno,Fresno,93725,36.5513,-119.7387,Private,Shubin Farms; Trifty Best Pumping Service,1967,Closed
103,Chicago Grade LF,CA,2290 Homestead Road,Templeton,San Luis Obispo,93465,35.52333,-120.63028,Private,"Chicago Grade Landfill, Inc.",1970,Open
104,China Grade SLF,CA,"6500 Camino Grande Drive
E of Alfred Harrell Hwy & Fairfax Road",Bakersfield,Kern,93306,35.42499,-118.92934,Public,"Kern County, CA",1983,Closed
