Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Current Landfill Status
1443,UT Knoxville LF,TN,,,Knox,,,,Private,UT Knoxville,1971,Closed
1444,Van Buren County LF,TN,,,Van Buren,,,,Public,Van Buren County,1972,Closed
11682,Volunteer Regional Landfill,TN,"300 Roberta Lane
off Bear Creek Road",Oneida,Scott,37841,36.551,-84.486,Private,"Waste Connections, Inc.",2000,Open
1446,Weakley County LF,TN,,,Weakley,,,,Private,Barker Brothers Incorporated,1972,Closed
1387,West Camden Sanitary Landfill,TN,2410 Highway 70 West,Camden,Benton,38320,36.0545,-88.1375,Private,"Waste Management, Inc.",1994,Open
1447,White County LF,TN,6010 Gum Springs Mountain Road,Sparta,White,38583,35.893,-85.582,Public,"White County, TN",1977,Open
1448,Williamson County LF,TN,5750 Pinewood Road,Franklin,Williamson,37064,35.885,-87.085,Public,"Williamson County, TN",1974,Closed
1449,Wilson County LF,TN,,Lebanon,Wilson,37087,36.260278,-86.299446,Public,"Wilson County, TN",1973,Closed
12201,121 Regional Disposal Facility,TX,3820 Sam Rayburn Highway,Melissa,Collin,75454,33.295432,-96.518814,Public,"North Texas Municipal Water District, TX",2004,Open
21132,Abilene Environmental Landfill,TX,1984 FM 3034,Abilene,Jones,79601,32.530345,-99.745768,Private,Abilene Environmental Landfill Inc.,2006,Open
1490,Abilene Regional Landfill,TX,FM 277 / 83 & FM 3034,Abilene,Jones,79601,32.535,-99.7535,Private,"Republic Services, Inc.",1982,Open
1494,Altair Disposal Services LLC,TX,"5464 Highway 71
2 miles N of Altair on W side of Hwy 71",Altair,Colorado,77412,29.594168,-96.486668,Private,Clean Harbors,1973,Open
12202,Angelina County Waste Management Center,TX,7521 FM 58,Lufkin,Angelina,75901,31.24451,-94.69937,Public,"Angelina County, TX",1992,Open
1467,Arlington LF,TX,800 Mosier Valley Road,Euless,Tarrant,76040,32.8,-97.108334,Public,"City of Arlington, TX",1965,Open
1479,Atascocita RDF,TX,3623 Wilson Road,Humble,Harris,77396,29.958334,-95.238334,Private,"Waste Management, Inc.",1983,Open
1464,Austin Community RDF,TX,"9900 Giles Road
off East 290",Austin,Travis,78754,30.34522,-97.61395,Private,"Waste Management, Inc.",1981,Open
1822,Baytown Landfill,TX,4791 Tri City Beach Road,Baytown,Chambers,77523,29.671667,-94.916667,Private,"Waste Management, Inc.",1985,Open
1466,Bell County/Sparks LF,TX,Landfill Road,Holland,Bell,76534,30.926,-97.3835,Public,Bell County,1994,Closed
1481,Bell Processing Inc. LF,TX,,Wichita Falls,Wichita,76308,32.716667,-97.8575,Private,Bell Processing Inc,1990,Closed
10420,Bellfort Boulevard Landfill,TX,3300 Bellfort Boulevard,Houston,Harris,77051,29.669,-95.372,Public,"City of Houston, TX",1954,Closed
1488,Best Pak Disposal Inc. LF,TX,,Pattison,Waller,,,,Private,"Waste Management, Inc.",,Closed
1513,BFI LF,TX,,Abilene,Taylor,,32.46784,-99.71451,Private,Pine Street Salvage Company,1993,Closed
20716,Blossom Prairie Landfill,TX,1096 CR 15100,Blossom,Lamar,75416,33.623,-95.335,Private,Josh Bray DBA Sanitation Solutions,2010,Open
1520,Blue Bonnet LF,TX,10500 Beaumont Highway,Houston,Harris,77078,29.818258,-95.24369,Private,"Waste Management, Inc.",1979,Closed
1812,Blue Ridge LF,TX,2200 FM 521,Fresno,Fort Bend,77545,29.5559,-95.4419,Private,"Republic Services, Inc.",1993,Open
12207,Brownsville Municipal Landfill,TX,9000 FM 802,Brownsville,Cameron,78521,25.936,-97.385,Public,"City of Brownsville, TX",1979,Open
1803,C&T Regional Landfill,TX,"Hwy 1017
4.5 miles west of Hwy 281",Linn,Hidalgo,78563,26.60616,-98.19399,Private,"Republic Services, Inc.",1984,Closed
1514,Caliche Canyon LF,TX,"8425 N. Avenue P
1 mile N of FM2641, .5 E of FM 1264",Lubbock,Lubbock,79403,33.670834,-101.86,Public,"City of Lubbock, TX",1970,Open
1480,Camelot Landfill,TX,580 Huffines Boulevard,Lewisville,Denton,75056,33.029167,-96.951,Public,"City of Farmers Branch, TX",1980,Open
11862,Cefe Valenzuela Landfill,TX,2397 County Road 20,Robstown,Nueces,78380,27.636667,-97.568056,Public,"City of Corpus Christi, TX",2007,Open
11761,Charles M Hinton Jr Regional Landfill,TX,3175 Elm Grove Road,Rowlett,Dallas,75089,32.959,-96.543,Public,"City of Garland, TX",2002,Open
2275,Charter Waste Landfill,TX,12035 West Murphy Street,Odessa,Ector,79763,31.7548,-102.5396,Private,"Republic Services, Inc.",1992,Open
1814,City of Amarillo Landfill,TX,"16250 Bezner Drive
2 mi N of I-40, 5 mi W of Soncy Road",Amarillo,Potter,79124,35.23,-102.0175,Public,"City of Amarillo, TX",1975,Open
1492,City of Beaumont LF,TX,5895 Lafin Drive,Beaumont,Jefferson,77705,30.028925,-94.124053,Public,"City of Beaumont, TX",1982,Open
1914,City of Brownwood Landfill,TX,6800 FM 45 S,Brownwood,Brown,76801,31.633334,-98.966667,Public,"City of Brownwood, TX",1983,Open
1825,City of Cleburne Landfill,TX,,Cleburne,Johnson,,,,Public,,1976,Unknown
1460,City of Conroe LF,TX,1750 N. Loop 336 East,Conroe,Montgomery,77301,30.340001,-95.4075,Public,"Waste Management, Inc.",1975,Closed
1516,City of Corsicana LF,TX,"2050 Jester Drive
0.2 mi N of Magnolia Lake",Corsicana,Navarro,75110,32.091668,-96.414167,Public,"City of Corsicana, TX",1976,Open
1805,City of Denton Landfill,TX,1527 S. Mayhill Road,Denton,Denton,76208,33.190001,-97.075834,Public,"City of Denton, TX",1984,Open
11822,City of Edinburg Landfill,TX,900 E. Encinitos Road,Edinburg,Hidalgo,78539,26.397651,-98.125471,Public,"City of Edinburg, TX",1977,Open
1463,City of Fort Worth Southeast Landfill,TX,6288 Salt Road,Forest Hill,Tarrant,76140,32.647501,-97.239168,Public,"City of Fort Worth, TX",1969,Open
1778,City of Garland Castle Drive Landfill,TX,3637 Castle Drive,Garland,Dallas,75040,32.935001,-96.583334,Public,"City of Garland, TX",1978,Closed
1475,City of Grand Prairie LF,TX,1102 MacArthur Boulevard,Grand Prairie,Dallas,75050,32.77166,-96.95,Public,"City of Grand Prairie, TX",1978,Open
20409,City of Kingsville Landfill,TX,348 East C.R. 2130,Kingsville,Kleberg,78363,27.4467,-97.818,Public,"City of Kingsville, TX",1977,Open
1501,City of Laredo LF,TX,"6912 State Hwy 359
2 miles east of Int of Loop 20 & Hwy 359",Laredo,Webb,78043,27.49417,-99.41,Public,"City of Laredo, TX",1986,Open
11422,City of Luling Landfill,TX,,Luling,Caldwell,,29.73464,-97.66145,Unknown,,1965,Closed
1498,City of Midland MSW Landfill,TX,"7904 S. Garden City Highway
7 miles east of Midland, .5 miles NE of Hwy 158",Midland,Midland,79706,31.966801,-101.933389,Public,"City of Midland, TX",1985,Open
1827,City of Nacogdoches Landfill,TX,"4602 NW Stallings Drive
End of Greenwood Avenue",Nacogdoches,Nacogdoches,75964,31.65,-94.673334,Public,City of Nacogdoches,1976,Open
11440,City of Nederland Landfill,TX,2800 N Twin City Hwy,Nederland,Jefferson,77627,29.993,-94.0069,Public,"Mid County Municipal League, TX",,Closed
1517,City of Pampa LF,TX,"N Loop 171
1 mile N of Santa Fe RR, .75 E of Loop 171",Pampa,Gray,79065,35.571667,-100.923334,Public,"City of Pampa, TX",1940,Open
1824,City of Perryton Landfill,TX,1.3 miles NE of Hwys 15 & 83 INT,Perryton,Ochiltree,79070,36.41667,-100.78834,Public,"City of Perryton, TX",1979,Open
1802,City of Port Arthur Landfill,TX,"4732 West Highway 73
2 miles W of Hazel Ave & Hwy 73 INT, 1 mile W of Taylor's Bayou",Beaumont,Jefferson,77705,29.87334,-94.07167,Public,"City of Port Arthur, TX",1974,Open
1458,City of Richardson LF,TX,,Richardson,Collin,,,,Public,"City of Richardson, TX",1975,Closed
20719,City of Snyder Landfill,TX,3621 S FM 1673,Snyder,Scurry,79549,32.683427,-100.81364,Public,"City of Snyder, TX",1980,Open
1826,City of Sweetwater LF,TX,"3000 W. Alabama Avenue
3 miles W of downtown, 500 feet N of I-20",Sweetwater,Nolan,79556,32.455,-100.43,Public,"City of Sweetwater, TX",1976,Open
1816,City of Victoria Landfill,TX,18545 FM 1686,Bloomington,Victoria,77951,28.6934,-96.9067,Public,"City of Victoria, TX",1983,Open
1473,City of Waco LF,TX,11400 Old McGregor Road,Woodway,McLennan,76712,31.475001,-97.258334,Public,"City of Waco, TX",1977,Open
1821,City of Wichita Falls LF,TX,10984 Wiley Road,Iowa Park,Wichita,76367,33.87365,-98.65477,Public,"City of Wichita Falls, TX",1981,Open
1491,Clint Landfill,TX,"2300 Darrington Road
3.5 miles NE of Clint",El Paso,El Paso,79928,31.594183,-106.173361,Public,"City of El Paso, TX",1983,Open
1808,Coastal Plains RDF,TX,"21000 E Highway 6
1 mile E of county line, BTWN FM 517 & Hwy 6",Alvin,Galveston,77511,29.424167,-95.190834,Private,"Waste Management, Inc.",1986,Open
1815,Colorado City Landfill,TX,"222 W CR-141 on Rodgers Road
.5 mile W of Hwy 208",Colorado City,Mitchell,79512,32.421,-100.87,Public,"City of Colorado City, TX",1975,Open
1509,Covel Gardens RDF,TX,8611 Covel Road,San Antonio,Bexar,78252,29.35008,-98.64631,Private,"Waste Management, Inc.",1993,Open
1478,CSC Disposal and Landfill,TX,101 Republic Way,Avalon,Ellis,76623,32.223334,-96.787501,Private,"Republic Services, Inc.",1980,Open
1461,DFW Recycling & Disposal Facility,TX,1600 A South Railroad Street,Lewisville,Denton,75057,33.01615,-96.96316,Private,"Waste Management, Inc.",1972,Open
2049,Eastside Landfill,TX,"5300 E. First Street
btw Trinity River West Fork & Randol Mill Road",Fort Worth,Tarrant,76103,32.763445,-97.265227,Public,"City of Fort Worth, TX",1970,Closed
2437,ECD Landfill,TX,5703 N. IH 45,Ennis,Ellis,75119,32.391,-96.6526,Private,"Republic Services, Inc.",1988,Open
11400,El Campo Landfill,TX,4 miles SW of El Campo on W side of FM 1163,El Campo,Wharton,,29.14917,-96.29667,Unknown,,1985,Closed
2441,El Centro Landfill,TX,"3189 County Road 69
INT CR 30",Robstown,Nueces,78380,27.739063,-97.652096,Private,"Republic Services, Inc.",2000,Open
1504,Ellis County LF,TX,,Palmer,Ellis,75119,32.391668,-96.655834,Private,"Waste Management, Inc.",1994,Open
1468,FM 812 Landfill,TX,10108 FM 812,Austin,Travis,78719,30.15592,-97.67526,Public,"City of Austin, TX",1968,Closed
1948,Fort Bend County Landfill,TX,330 Klauke Road,Rosenberg,Fort Bend,77471,29.54,-95.8325,Public,"Fort Bend County, TX",1978,Closed
12101,Fort Bend Regional Landfill,TX,14115 Davis Estate Road,Needville,Fort Bend,77461,29.3965,-95.7259,Private,WCA Waste Corporation,2004,Open
20378,Fort Bliss Municipal Solid Waste Landfill,TX,"Building 367, Landfill Road",El Paso,El Paso,79913-0058,31.881891,-106.392998,Private,United States Army,1974,Closed
11361,Fort Hood Landfill,TX,Turkey Run Rd & Base Rd,Fort Hood,Coryell,76544,31.1564,-97.83331,Public,US Army Fort Hood,1978,Open
2415,Fort Worth Regional LF,TX,2100-A Minnis Drive,Haltom City,Tarrant,76117,32.7887,-97.2389,Public,"City of Fort Worth, TX",1979,Closed
1810,Galveston County LF,TX,3935 Avenue A,Alta Loma,Galveston,77510,29.3881,-95.0559,Private,"Republic Services, Inc.",1973,Open
1477,Golden Triangle Landfill,TX,6433 Labelle Road,Beaumont,Jefferson,77705,29.993334,-94.169167,Private,"Republic Services, Inc.",1993,Open
1503,Greenwood Farms Landfill,TX,12920 FM 2767,Tyler,Smith,75708,32.369167,-95.182501,Public,"City of Tyler, TX",1989,Open
11420,Hallettsville Landfill,TX,"2.3 miles E of US Highway 77
.3 miles N of US Highway 90A E",Hallettsville,Lavaca,,29.45667,-96.9025,Public,"City of Hallettsville, TX",1928,Closed
1496,"Hazelwood Enterprises, Inc. LF",TX,"State Highway 146
.5 mile S Cedar Bayou Bridge",Baytown,,77520,,,Private,"Landfill Owner of Hazelwood Enterprises, Inc. LF",,Closed
1809,Hillside Landfill,TX,Nelson Road,Sherman,Grayson,75090,33.582,-96.536,Private,"Waste Management, Inc.",1977,Open
1828,Hunter Ferrell Landfill,TX,110 E. Hunter Ferrell Road,Irving,Dallas,75060,32.7839,-96.9389,Public,"City of Irving, TX",1982,Open
2044,Hutchins Landfill,TX,1450 E. Cleveland Road,Hutchins,Dallas,75141,32.660184,-96.693158,Private,"Republic Services, Inc.",1978,Closed
12204,IESI Buffalo Creek Landfill,TX,1201 W. Smith Avenue,Iowa Park,Wichita,76367,33.953033,-98.684875,Private,"Waste Connections, Inc.",1983,Open
12217,IESI East Texas Regional Landfill,TX,5155 FM 2867,Henderson,Rusk,75653,32.125,-94.7075,Private,"Waste Connections, Inc.",1979,Open
20718,IESI Hardin County Landfill,TX,2525 FM 770,Kountze,Hardin,77625,30.341358,-94.3567,Private,"Republic Services, Inc.",1999,Open
1485,IESI Turkey Creek Landfill,TX,9100 South I-35 West,Alvarado,Johnson,76009,32.3562,-97.202,Private,"Waste Connections, Inc.",1983,Open
1817,IESI Weatherford Landfill,TX,"3131 Old Brock Road
2 miles SW of city limits",Weatherford,Parker,76087,32.716,-97.8585,Private,"Waste Connections, Inc.",1977,Closed
2438,Itasca Landfill,TX,2559 FM 66,Itasca,Hill,76055,32.19,-97.109,Private,"Republic Services, Inc.",1977,Open
1469,J.C. Elliott LF,TX,7001 Ayers Street,Corpus Christi,Nueces,78415,27.7075,-97.455,Public,"City of Corpus Christi, TX",1972,Closed
2439,Kerrville Landfill,TX,3315 Loop 534,Kerrville,Kerr,78028,30.016747,-99.118175,Public,"City of Kerrville, TX",1984,Open
21133,La Gloria Ranch Landfill,TX,23485 N. Moorefield Road,Edinburg,Hidalgo,78541,26.411591,-98.346247,Private,"Republic Services, Inc.",2013,Open
1499,Lacy Lakeview RDF,TX,677 Selby Lane,Waco,McLennan,76705,31.60481,-97.06249,Private,"Waste Management, Inc.",1983,Open
1510,Laidlaw/Wilmer LF,TX,,Wilmer,Dallas,75125,32.575001,-96.646668,Private,Landfill Owner of Laidlaw/Wilmer LF,1992,Closed
2436,Lewisville Landfill,TX,801 East College Street,Lewisville,Denton,75057,33.05,-96.9825,Private,"Republic Services, Inc.",1986,Closed
2273,Maloy Landfill,TX,2811 FM 1568,Campbell,Hunt,75422,33.2423,-95.90413,Private,"Republic Services, Inc.",1979,Open
1457,Maxwell Creek LF,TX,"INT of Hooper & Hensley
1 mile S. of 544",Wylie,Collin,75098,32.999,-96.5796,Public,"North Texas Municipal Water District, TX",1982,Closed
1465,McCarty Road LF,TX,5757A Oates Road,Houston,Harris,77078,29.827501,-95.243334,Private,"Republic Services, Inc.",1972,Open
1471,McCombs LF,TX,"13600 McCombs Street
4.4 mi W of US 54, 300 ft S of NM",El Paso,El Paso,79934,31.995,-106.405,Public,"City of El Paso, TX",1977,Open
1459,McCommas Bluff Landfill,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,"City of Dallas, TX",1981,Open
1470,McKinney Landfill,TX,500 Old Mill Road,McKinney,Collin,75069,33.1732,-96.613263,Public,"North Texas Municipal Water District, TX",1968,Closed
1807,Mesquite Creek LF,TX,1000 Kohlenberg Road,New Braunfels,Comal,78130,29.74208,-98.02926,Private,"Waste Management, Inc.",1975,Open
2440,Mexia Landfill,TX,3048 LCR 460,Mexia,Limestone,76667,31.6659,-96.5143,Private,"Republic Services, Inc.",1983,Open
1462,Mill Creek LF,TX,7797 Confederate Park Road,Fort Worth,Tarrant,76108,32.82532,-97.52565,Private,"Republic Services, Inc.",1973,Closed
2285,Nelson Gardens LF,TX,"8963 Nelson Road
.8 miles N of FM 2536, 2 miles W of I-410",San Antonio,Bexar,78252,29.342,-98.668,Public,"City of San Antonio, TX",1980,Closed
2396,New Boston Landfill,TX,1030 Highway 82 West,New Boston,Bowie,75570,33.4641,-94.4354,Private,"Waste Management, Inc.",1968,Open
2397,Newton County Landfill,TX,"Ebner Rice Field Drive / 2372 CR 3870
5 miles North of Hwy 12 on Hwy 87",Buna,Newton,77612,30.342953,-93.84162,Private,"Waste Management, Inc.",1998,Open
2274,North County C&D Landfill,TX,2015 N. Wyoming Avenue,Dickinson,Galveston,77539,29.484,-95.053,Private,"Republic Services, Inc.",,Open
10760,Orange County LF,TX,2600 Lawrence Road with entrance on FM 1442,Orange,Orange,77630,30.11742,-93.88986,Public,"Orange County, TX",1975,Closed
2398,Paris Landfill,TX,3100 County Road 33900,Powderly,Lamar,75473,33.779,-95.565,Private,"Waste Management, Inc.",1982,Open
2047,Pecan Prairie Landfill,TX,1308 Highway 69 N,Celeste,Hunt,75423,33.263,-96.16,Private,"Waste Management, Inc.",1985,Closed
1472,Pine Hill LF,TX,1102 Pine Hill Landfill Road,Kilgore,Gregg,75662,32.45,-94.832,Private,Four-S Oil Company,1980,Open
2443,Pleasant Oaks Landfill,TX,3031 FM 3417,Mount Pleasant,Titus,75455,33.1167,-95.0143,Public,City of Mount Pleasant,1960,Open
11360,Polk County Landfill,TX,3477 FM 942 W,Livingston,Polk,77351,30.83268,-94.92369,Public,"Polk County, TX",1981,Open
1474,Quail Canyon,TX,.5 miles north of FM 2641,Lubbock,Lubbock,79401,33.67,-101.86,Private,"Republic Services, Inc.",1977,Closed
2445,Rio Grande Valley,TX,FM 493 and Mile 12 Road,Donna,Hidalgo,78537,26.227,-98.029,Private,"Republic Services, Inc.",1994,Closed
1818,Rock Prairie Road Landfill,TX,7600 E. Rock Prairie Road,College Station,Brazos,77845,30.58227,-96.25317,Public,"Brazos Valley SWMA, TX",1982,Closed
1779,Royal Oaks Landfill,TX,608 CR 4102 (Heath Lane),Jacksonville,Cherokee,75766,32.0022,-95.268,Public,"City of Jacksonville, TX",1984,Open
2276,San Angelo Landfill,TX,3002 Old Ballinger Highway,San Angelo,Tom Green,76905,31.5013,-100.3868,Public,"City of San Angelo, TX",1970,Open
1497,Seabreeze Environmental Landfill,TX,10310 FM 523,Angleton,Brazoria,77515,29.090834,-95.36,Private,Waste Connections Inc. - Central Region,1974,Open
1505,Security Recycling and Disposal LF,TX,19248 Highway 105,Cleveland,Montgomery,77327,30.3292,-95.2692,Private,"Waste Management, Inc.",1988,Open
2442,Sinton Landfill,TX,FM 1945 & CR 39,Sinton,San Patricio,78387,28.0106,-97.5578,Private,"Republic Services, Inc.",1972,Closed
1456,Skyline LF,TX,1201 N. Central,Ferris,Ellis,75125,32.549,-96.68,Private,"Waste Management, Inc.",1950,Open
1813,Southwest Landfill,TX,20700 Helium Road,Canyon,Randall,79015,35.002,-101.959,Private,"Republic Services, Inc.",1985,Open
1489,Sunset Farms Landfill,TX,9912 Giles Road,Austin,Travis,78754,30.335,-97.625,Private,"Republic Services, Inc.",1982,Closed
2048,Temple Recycling & Disposal Facility,TX,706 Landfill Rd,Temple,Bell,76501,31.07946,-97.30919,Public,"City of Temple, TX",1979,Open
1820,Tessman Road Landfill,TX,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Private,"Republic Services, Inc.",1982,Open
1511,Texas Disposal Systems LF,TX,"12200 Carl Road, at INT with FM 1327
5 miles S of Austin, 3 miles E of I-35",Creedmoor,Travis,78610,30.109,-97.757,Private,Texas Disposal Systems,1991,Open
20717,Texoma Area Solid Waste Authority Landfill,TX,25090 TX-56,Whitesboro,Grayson,76273,33.6322,-96.8419,Public,"Texoma Area Solid Waste Authority, TX",2005,Open
1518,Tricil Environmental Response/Altar SLF,TX,,Altair,Colorado,,,,Private,Safety Clean,1976,Closed
1801,Trinity Oaks Landfill,TX,11340 C.F. Hawn Freeway,Dallas,Dallas,75253,32.680834,-96.630001,Private,"Republic Services, Inc.",1977,Closed
20763,Twin Oaks Landfill,TX,2690 State Highway 30,Anderson,Grimes,77830,30.598127,-96.144866,Public,"Brazos Valley SWMA, TX",2011,Open
12212,West Texas Region Disposal Facility,TX,"17304 North FM 2528
INT of FM 597 & FM 2528",Abernathy,Lubbock,79311,33.815,-101.933,Public,"City of Lubbock, TX",1999,Open
1519,Westside RDF,TX,3500 Linkcrest Drive,Aledo,Tarrant,76008,32.727169,-97.534517,Private,"Waste Management, Inc.",1975,Closed
1811,Whispering Pines LF,TX,8101 Little York,Houston,Harris,77016,29.879,-95.266,Private,"Republic Services, Inc.",1978,Open
1819,Williamson County LF,TX,"600 CR-128 E side CR-130
3300 feet N of CR-130 & FM 1660 INT",Hutto,Williamson,78634,30.602,-97.554,Public,"Williamson County, TX",1985,Open
1539,Bayview LF,UT,10800 South State Road 68,Elberta,Utah,84626,40.033856,-111.958306,Public,Northern Utah Environmental Resource Agency (NUERA),1991,Open
1553,Beaver County LF,UT,1950 N 1250 W,Beaver,Beaver,84713,38.3059,-112.668,Public,Beaver County SSD #5,1968,Open
1548,Blanding LF,UT,,Blanding,San Juan,,,,Public,Blanding City,1956,Closed
1540,Bountiful Sanitary LF,UT,1300 West Pages Lane,Woods Cross,Davis,84087,40.913,-111.92,Public,Bountiful City Corporation,1960,Open
1521,Brigham City LF,UT,,Brigham,Box Elder,,,,Public,Box Elder County,1960,Closed
1529,Callao LF,UT,,,Juab,,,,Unknown,,1970,Closed
1544,Carbon County LF,UT,2835 E Airport Road,Price,Carbon,84501,39.604,-110.76,Public,Carbon County,1956,Closed
1527,City of Logan Sanitary Landfill,UT,1400 West 200 North,Logan,Cache,84321,41.7317,-111.87,Public,"City of Logan, UT",1960,Closed
1549,City of Monticello LF,UT,,Monticello,San Juan,,,,Private,Max Dalton,1960,Closed
1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84041,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,Open
1565,Duchesne County LF,UT,"Highway 87
8.5 miles N of town",Duchesne,Duchesne,84021,40.267501,-110.366667,Public,"Duchesne County; Wasatch County, UT",1984,Open
2074,ECDC Environmental Landfill,UT,1111 West Highway 123,East Carbon,Carbon,84520,39.534,-110.448,Private,"Republic Services, Inc.",1992,Open
1545,Emery County LF,UT,"off N. Des Bee Dove Road
2.4 mi N of State Hwy 29",Castle Dale,Emery,84513,39.2623,-111.029,Public,"Emery County, UT",1983,Open
1532,Eskdale LF,UT,,,Millard,,,,Unknown,,,Open
1554,Garfield County/John's Valley LF,UT,,,Garfield,,37.7988,-112.0745,Public,"Garfield County, UT",1992,Open
1555,Garfield County/Ticaboo LF,UT,"SR-276
3.5 miles South of Ticaboo",Ticaboo,Garfield,,37.6172,-110.7283,Public,"Garfield County, UT",1993,Closed
1533,Garrison LF,UT,,Garrison,Millard,,,,Public,"Millard County, UT",1986,Closed
1547,Grand County LF,UT,,Moab,Grand,,,,Public,"Grand County, UT",1960,Closed
1546,Green River LF,UT,,Green River,Emery,,,,Public,Green River City,1965,Closed
1522,Grouse Creek LF,UT,,Grouse Creek,Box Elder,84313,41.189446,-113.898334,Public,Box Elder County,1980,Closed
1556,Iron County/ Armstrong Pit LF,UT,3127 N Iron Springs Road,Cedar City,Iron,84720,37.713889,-113.232223,Public,"Iron County, UT",1994,Open
1530,Juab Rural Development Agency Landfill,UT,Sheeplane Road,Nephi,Juab,84648,39.684446,-111.925279,Public,"Juab Rural Development Agency, UT",1988,Open
1557,Kane County/Kanab LF,UT,,Kanab,Kane,84741,37.005556,-112.5,Public,Western Kane County SSD# 1,1981,Open
20852,Leekay Landfill,UT,6000 West 2100 South,Salt Lake City,Salt Lake,84128,40.726167,-112.0315,Public,State of Utah Division of Wildlife Resources,1982,Closed
1558,Long Valley Sanitary Landfill,UT,1 mile S. of Glendale on Hwy 89,Glendale,Kane,84729,37.299167,-112.608056,Public,Western Kane County SSD# 1,1988,Open
1564,Manila City LF,UT,"off Highway 44
3 miles south of Manila",Manila,Daggett,84046,40.941112,-109.699168,Public,Daggett County; Manila City,1974,Open
1534,Millard County LF,UT,2250 S. Highway 50,Delta,Millard,84624,39.32055,-112.47138,Public,"Millard County, UT",1986,Open
20764,North Valley Landfill (NVL),UT,14200 Stink Creek Road,Clarkston,Cache,84305,41.992,-112.051,Public,"City of Logan, UT",2017,Open
1523,Park Valley LF,UT,,Park Valley,Box Elder,,,,Public,Box Elder County,1980,Closed
1531,Partoun LF,UT,,,Juab,,,,Unknown,,,Open
1537,Payson City LF,UT,6665 W 10400 South,Payson,Utah,84651,40.04,-111.804,Public,Payson City Corporation,1951,Closed
1569,Provo LF,UT,1625 South Industrial Parkway,Provo,Utah,84606,40.21,-111.645,Public,"City of Provo, UT",1963,Closed
1528,Rich County LF,UT,off Highway 30,Laketown,Rich,84038,41.777779,-111.153612,Public,"Rich County, UT",1982,Open
1542,Salt Lake Valley LF,UT,6030 West 1300 South,Salt Lake City,Salt Lake,84104,40.746,-112.042,Public,"Salt Lake City, UT; Salt Lake County, UT",1982,Open
1550,San Juan County/Bluff LF,UT,,Bluff,San Juan,,,,Public,"San Juan County, UT",1980,Closed
1551,San Juan County/Halls Crossing LF,UT,,Halls Crossing,San Juan,,,,Public,"San Juan County, UT",1970,Closed
1552,San Juan County/Mexican Hat LF,UT,,Mexican Hat,San Juan,,,,Public,"San Juan County, UT",1980,Closed
1538,Santaquin County LF,UT,,Santaquin,Utah,,,,Public,Santaquin City,1900,Closed
1536,Sevier County/Sage Flat LF,UT,"Sage Flat Road
off SR-24",Sigurd,Sevier,,38.835001,-111.901945,Public,"Sevier County, UT",1994,Open
1524,Snowville LF,UT,,Snowville,Box Elder,,,,Public,Snowville Town,1970,Closed
1560,Summit County/Three Mile Canyon LF,UT,6550 West Three Mile Canyon Road,Coalville,Summit,84017,40.758334,-111.400834,Public,"Summit County, UT",1986,Open
20720,Tekoi Landfill,UT,99 Skull Valley Road,Dugway,Tooele,84022,40.358323,-112.724416,Public,"Skull Valley Band of Goshute Indian Community, UT",2005,Open
1561,Tooele Army Depot LF #1,UT,,Tooele,Tooele,84074,40.470279,-112.356389,Public,Tooele Army Depot (TEAD),,Closed
1562,Tooele Army Depot LF #2,UT,,Tooele,Tooele,84074,40.470279,-112.356389,Public,Deseret Chemical Depot,,Closed
1543,Trans-Jordan LF,UT,"10473 South Bacchus Highway
U-111",South Jordan,Salt Lake,84009,40.55862,-112.053,Public,"Trans-Jordan Cities, UT",1958,Open
1525,Tremonton LF,UT,,Tremonton,Box Elder,,,,Public,Box Elder County,1970,Closed
1566,Uintah County/Vernal City LF,UT,"2801 E 500 N at Brush Creek Road
3 mi E of Vernal",Vernal,Uintah,84078,40.465,-109.47222,Public,Uintah County; Vernal City,1950,Open
1568,Utah County SWSSD LF,UT,,,Utah,,,,Public,,1964,Closed
12209,Wasatch Regional Landfill,UT,8833 North Rowley Road,North Skull Valley,Tooele,84029,40.8411,-112.73333,Private,"Republic Services, Inc.",2005,Open
1559,Washington County Landfill,UT,325 N Landfill Road,Washington,Washington,84780,37.1432,-113.445,Public,"Washington County Special Services District, UT",1981,Open
1567,Weber County LF,UT,2599 A Avenue,Ogden,Weber,84401,41.218,-111.99,Public,"Weber County, UT",1966,Closed
1563,Wendover City LF,UT,,Wendover,Tooele,,,,Public,Wendover City,1970,Closed
1535,White Hills Class I LF,UT,"off SR-137
4 miles SE of Gunnison",Gunnison,Sanpete,,39.12361,-111.7489,Public,Sanpete Sanitary Landfill Cooperative,2001,Open
1526,Yost LF,UT,,Yost,Box Elder,,,,Public,Box Elder County,1980,Closed
21196,Accomack County Northern Landfill,VA,9400 Cutler Lane,Atlantic,Accomack,23303,37.906058,-75.53342,Public,"Accomack County, VA",,Open
1572,Amelia County SLF,VA,,,Amelia,,,,Public,Landfill Owner of Amelia County SLF,1982,Closed
