State,,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Taylor County, Wisconsin(6,8)",,420.3,385.1,458,115,stable,-0.4,-1.3,0.4
"Grant Parish, Louisiana(7,8)",,449.5,412.7,488.8,114,stable,-0.5,-1.6,0.6
"Pamlico County, North Carolina(6,8)",,526.2,479.5,576.9,114,stable,0.2,-1,1.3
"Poweshiek County, Iowa(7,8)",,445.5,407.8,486.1,114,stable,-0.1,-0.7,0.4
"Tattnall County, Georgia(7,8)",,406.5,373.3,441.8,114,falling,-1.5,-2.5,-0.5
"Wayne County, Mississippi(6,8)",,447.7,410.9,487,114,stable,0.4,-0.5,1.2
"Gray County, Texas(6,8)",,421.2,386.9,457.8,114,falling,-4.8,-7.2,-2.4
"Greene County, North Carolina(6,8)",,441.9,405.5,480.9,114,stable,-0.9,-2.3,0.6
"Piatt County, Illinois(6,8)",,508.9,466.6,554.4,114,stable,0.3,-0.9,1.5
"McDonald County, Missouri(6,8)",,429.4,393.9,467.2,114,stable,0.5,-1,2
"Estill County, Kentucky(7,8)",,610.1,559.1,664.7,113,stable,0.9,-0.3,2.1
"Mason County, Kentucky(7,8)",,507.9,465.7,553.1,113,stable,-5.1,-10.4,0.5
"King George County, Virginia(6,8)",,430.1,394.2,468.3,113,stable,-1.2,-2.8,0.4
"Lee County, South Carolina(6,8)",,496.5,454.8,541.2,113,stable,0.1,-1.2,1.5
"Plaquemines Parish, Louisiana(7,8)",,461.3,423.4,501.8,113,stable,-0.3,-1.4,0.8
"Wayne County, Illinois(6,8)",,466.7,427.6,508.8,113,stable,-0.2,-1.4,1
"Winneshiek County, Iowa(7,8)",,408.3,373.5,445.8,113,stable,0,-0.6,0.6
"Freestone County, Texas(6,8)",,419.5,384.6,456.9,113,stable,-0.7,-2.3,0.9
"New Madrid County, Missouri(6,8)",,467,428.2,508.7,113,stable,-0.4,-1.7,1
"Attala County, Mississippi(6,8)",,447.9,410.6,487.9,113,stable,0.1,-1.3,1.5
"Elbert County, Colorado(6,8)",,370.8,337.3,406.8,113,falling,-1.4,-2.6,-0.1
"Hempstead County, Arkansas(6,8)",,401.7,368.2,437.6,113,stable,-1.2,-2.6,0.2
"Adair County, Oklahoma(6,8)",,440.1,403.6,479.1,112,stable,-0.5,-2.1,1.1
"Asotin County, Washington(6,8)",,327.5,299.4,357.7,112,falling,-2.8,-5.2,-0.4
"Edgar County, Illinois(6,8)",,431.9,395.2,471.4,112,falling,-3.1,-4.5,-1.7
"Paulding County, Ohio(6,8)",,463.1,424.3,504.8,112,stable,0.1,-1.3,1.5
"Columbia County, Arkansas(6,8)",,390.3,357.6,425.4,112,stable,-0.9,-2.2,0.5
"Henry County, Alabama(6,8)",,452.4,413.9,494,112,falling,-1.1,-2,-0.1
"Morgan County, West Virginia(6,8)",,413.2,378,451.3,112,stable,-0.4,-1.4,0.6
"Phillips County, Arkansas(6,8)",,460.5,421.3,502.5,112,stable,1.2,0,2.4
"Union County, Tennessee(6,8)",,453.8,415.4,495,112,falling,-7.8,-14.6,-0.5
"Green Lake County, Wisconsin(6,8)",,397.7,363.7,434.3,111,falling,-1.5,-2.5,-0.6
"Eastland County, Texas(6,8)",,416.2,380.4,454.7,111,stable,-0.4,-1.5,0.7
"Stutsman County, North Dakota(6,8)",,402.1,367.8,439,111,stable,-1,-2.5,0.5
"White County, Illinois(6,8)",,530.5,485,579.5,111,stable,0.8,-0.3,1.8
"Bayfield County, Wisconsin(6,8)",,430,391.2,472.3,111,stable,0.8,0,1.6
"Holmes County, Mississippi(6,8)",,554.6,508.1,604.2,111,stable,0.3,-1.1,1.8
"Mitchell County, North Carolina(6,8)",,457.7,418,500.8,111,stable,0.7,-0.5,1.9
"Simpson County, Kentucky(7,8)",,501.3,459.4,546.2,111,falling,-2.3,-3.9,-0.7
"Lamar County, Georgia(7,8)",,488.9,447.6,533.2,110,stable,-0.2,-1.4,1
"Drew County, Arkansas(6,8)",,489.1,448.1,533.1,110,stable,0.6,-0.8,2
"Spencer County, Kentucky(7,8)",,522.6,477.7,570.9,110,stable,-0.1,-1,0.9
"Calhoun County, Texas(6,8)",,411.6,377.1,448.6,110,falling,-1.3,-2.4,-0.1
"Cibola County, New Mexico(7,8)",,352.6,323.1,384.2,110,stable,-0.3,-0.8,0.2
"Beadle County, South Dakota(6,8)",,489.8,447.9,534.8,110,stable,0.1,-1.1,1.4
"Franklin County, Arkansas(6,8)",,465.7,426.3,507.9,110,stable,0.1,-1.4,1.6
"Williams County, North Dakota(6,8)",,379.3,347,413.6,109,falling,-2.5,-3.9,-1.1
"Jackson County, Arkansas(6,8)",,485.3,444.5,529.1,109,stable,0,-1.4,1.4
"Butler County, Iowa(7,8)",,514.2,469.2,562.6,109,stable,-0.1,-0.6,0.3
"Crawford County, Wisconsin(6,8)",,443.1,404.6,484.7,109,stable,-1.3,-2.5,0
"Idaho County, Idaho(7,8)",,400.3,364.2,439.6,109,stable,0.1,-0.8,1
"Kossuth County, Iowa(7,8)",,459.6,418.9,503.6,109,stable,0.2,-0.3,0.6
"Warren County, Illinois(6,8)",,496.9,454.2,542.8,109,stable,0.3,-1.1,1.7
"Wasatch County, Utah(7,8)",,422.7,386.3,461.7,109,stable,0.2,-0.5,0.9
"Winston County, Mississippi(6,8)",,431.9,395.3,471.4,109,stable,-0.1,-1.1,0.9
"Hood River County, Oregon(6,8)",,414.7,379.6,452.1,109,falling,-1.3,-2.2,-0.4
"Bond County, Illinois(6,8)",,486.9,445.8,531.1,108,stable,-0.9,-1.9,0.2
"McCreary County, Kentucky(7,8)",,520.4,476.4,567.7,108,stable,-0.4,-1.7,1
"Richland County, Illinois(6,8)",,497.1,454.4,543.1,108,stable,0.6,-1.3,2.5
"Rush County, Indiana(6,8)",,491.9,450,536.8,108,stable,0.1,-1.3,1.6
"Tyler County, Texas(6,8)",,341,311.6,372.7,108,falling,-2.4,-3.6,-1.2
"Young County, Texas(6,8)",,432.6,395.4,472.5,108,falling,-1.2,-2,-0.4
"Whitman County, Washington(6,8)",,285.9,261.6,311.8,108,falling,-3.8,-5.6,-2
"Cross County, Arkansas(6,8)",,501.8,459,547.6,108,stable,1.3,0,2.6
"Dallas County, Missouri(6,8)",,462,422.1,505,108,stable,0.7,-0.4,1.8
"Jasper County, Mississippi(6,8)",,470.7,430.2,514.2,108,stable,0.2,-1.1,1.5
"Perry County, Missouri(6,8)",,437.2,400.1,476.9,108,stable,0.1,-1,1.1
"Beckham County, Oklahoma(6,8)",,445.2,407.7,485.2,108,stable,-1.2,-2.9,0.5
"DeKalb County, Tennessee(6,8)",,414,378.8,451.9,108,falling,-0.9,-1.7,-0.1
"Henry County, Kentucky(7,8)",,536.2,490.5,585.3,108,stable,0,-1.1,1.1
"Alleghany County and Clifton Forge City, Virginia(6,8)",,432.7,394.6,474.1,107,stable,-0.5,-2.4,1.4
"Fayette County, Alabama(6,8)",,457.9,418.3,500.5,107,stable,1.1,-0.2,2.4
"Clark County, Illinois(6,8)",,484,442.2,528.9,106,stable,-0.4,-1.8,1
"Pike County, Missouri(6,8)",,456.2,417.3,497.8,106,stable,-0.6,-1.9,0.8
"Presque Isle County, Michigan(6,8)",,431 #  ,390.2,475.9,106,falling,-2.1,-3.2,-1.1
"Russell County, Virginia(6,8)",,268.1,244.7,293.3,106,falling,-15.9,-24.8,-6
"Smith County, Tennessee(6,8)",,439,401.3,479.5,106,stable,-1.9,-4.7,1
"Dodge County, Georgia(7,8)",,393.6,360.3,429.4,106,stable,-1,-2.4,0.4
"Hamilton County, Iowa(7,8)",,498.9,455.3,545.9,106,stable,-0.1,-0.6,0.4
"Richland County, Wisconsin(6,8)",,397,362,434.8,106,stable,-0.7,-1.8,0.4
"Taylor County, West Virginia(6,8)",,449.8,411.1,491.4,106,stable,0.4,-0.8,1.7
"Banks County, Georgia(7,8)",,472.4,431.5,516.3,106,stable,1.8,0,3.6
"Burleson County, Texas(6,8)",,406.2,370.5,444.7,106,stable,-0.7,-2.4,1.1
"Chowan County, North Carolina(6,8)",,471.1,429,516.6,106,stable,-0.1,-1.6,1.3
"Leon County, Texas(6,8)",,400,364.3,438.6,105,stable,-0.8,-1.9,0.2
"Northampton County, Virginia(6,8)",,526.1,477.4,578.9,105,stable,-0.7,-1.6,0.2
"Park County, Montana(6,8)",,422.8,385.4,463.2,105,stable,-0.4,-2.1,1.3
"Marshall County, Oklahoma(6,8)",,436.7,398.4,478,105,stable,-0.5,-1.7,0.8
"Berrien County, Georgia(7,8)",,435.7,398.2,475.9,104,stable,0.1,-1,1.3
"Swain County, North Carolina(6,8)",,548.1,500.5,599.2,104,stable,1.4,-0.2,3
"Ben Hill County, Georgia(7,8)",,499.4,456.2,545.7,104,stable,-1.2,-2.5,0.3
"Carroll County, Illinois(6,8)",,458.4,416.9,503.4,104,stable,-0.6,-1.7,0.6
"Fleming County, Kentucky(7,8)",,564.3,515.3,616.9,104,stable,0.6,-0.6,1.7
"Gulf County, Florida(6,8)",,461.1,421.3,504.2,104,stable,0.2,-0.7,1.2
"Hampton County, South Carolina(6,8)",,405.2,370.1,442.9,104,stable,-1.2,-2.6,0.3
"Cooper County, Missouri(6,8)",,478.7,437,523.4,103,stable,0.3,-0.6,1.2
"Roane County, West Virginia(6,8)",,499.7,455.3,547.6,103,stable,-0.2,-1.6,1.1
"Teton County, Wyoming(6,8)",,423.7,386.4,463.7,103,stable,-0.6,-2.1,1
"Vermillion County, Indiana(6,8)",,477.3,435.6,522.2,103,stable,-0.8,-1.9,0.3
"Ashland County, Wisconsin(6,8)",,485.2,442.5,531.2,103,stable,1.4,-0.1,2.8
"Claiborne Parish, Louisiana(7,8)",,479.5,438,524.1,103,stable,-0.9,-3,1.3
"Pierce County, Georgia(7,8)",,448.7,409.9,490.3,103,stable,-0.8,-1.8,0.3
"Giles County, Virginia(6,8)",,425.5,388.1,466,103,falling,-1.5,-2.6,-0.3
"Haywood County, Tennessee(6,8)",,444.5,405.3,486.6,103,stable,1.1,-0.1,2.4
"Nodaway County, Missouri(6,8)",,440.7,402.1,482.2,103,stable,0.2,-1,1.4
"Clay County, Illinois(6,8)",,541.5,493.8,592.9,103,stable,0.1,-0.9,1
"Falls County, Texas(6,8)",,460.9,421,503.7,103,stable,-0.5,-2.3,1.3
"Perry County, Indiana(6,8)",,404.9,369.6,442.9,103,stable,-0.9,-2.3,0.4
"Brown County, Indiana(6,8)",,430.4,391.1,473.2,103,stable,-1.1,-3,0.9
"Gasconade County, Missouri(6,8)",,455.6,414.8,499.9,103,stable,-0.7,-2.2,0.8
"Pike County, Georgia(7,8)",,480.6,438.9,525.3,103,stable,0.5,-0.5,1.5
"Ste. Genevieve County, Missouri(6,8)",,419.3,382.3,459.2,103,stable,0.7,-0.5,1.9
"Carbon County, Utah(7,8)",,422.1,385.2,461.7,102,stable,-0.1,-0.7,0.6
"Casey County, Kentucky(7,8)",,488.6,445.9,534.6,102,stable,-0.3,-1.5,0.9
"Lamar County, Alabama(6,8)",,500.4,456.2,548.2,102,stable,1.2,-0.3,2.8
"Nottoway County, Virginia(6,8)",,483.7,441.6,529,102,stable,-0.3,-1.3,0.8
"Rusk County, Wisconsin(6,8)",,458.5,416.8,503.8,102,stable,0.2,-1.4,1.8
"George County, Mississippi(6,8)",,392.3,357.9,429.1,102,stable,-0.1,-1.3,1.1
"King William County, Virginia(6,8)",,516.1,470.9,564.6,102,stable,-0.8,-2.2,0.7
"Lewis County, Kentucky(7,8)",,563.7,514.4,616.8,102,rising,1.1,0.1,2
"Trigg County, Kentucky(7,8)",,474.1,431.5,520.2,102,stable,-0.8,-1.8,0.2
"Wayne County, Tennessee(6,8)",,452.4,413,495,102,stable,-0.6,-2,0.8
"Logan County, Colorado(6,8)",,381.4,348,417.2,102,falling,-1.6,-2.9,-0.4
"Patrick County, Virginia(6,8)",,343,311.9,376.9,102,rising,14.6,1.1,29.9
"Pawnee County, Oklahoma(6,8)",,466.8,425.6,511.1,102,stable,0.3,-1,1.7
"Tipton County, Indiana(6,8)",,488.6,445.1,535.5,102,stable,0.4,-1.1,1.9
"Harrison County, Iowa(7,8)",,526.4,479.6,576.9,102,stable,0.1,-0.4,0.7
"Hockley County, Texas(6,8)",,403.7,368.7,441.1,102,stable,-1.4,-2.9,0.1
"Missaukee County, Michigan(6,8)",,485.4 #  ,442,532.2,102,stable,0.5,-0.8,1.7
"Gilchrist County, Florida(6,8)",,443.4,403.4,486.6,101,stable,-0.5,-1.8,0.8
"Iowa County, Iowa(7,8)",,471.6,429.7,516.8,101,stable,0.2,-0.6,1
"Cass County, Iowa(7,8)",,493.9,449.4,542,101,stable,0.2,-0.4,0.8
"Chickasaw County, Mississippi(6,8)",,469.7,428.8,513.7,101,stable,0.5,-1.1,2.1
"Torrance County, New Mexico(7,8)",,475.9,432.8,522.5,101,stable,0.5,-0.2,1.2
"Jefferson County, Idaho(7,8)",,406.7,371.2,444.5,101,stable,-0.2,-1.2,0.7
"Mills County, Iowa(7,8)",,514.9,469,564.4,101,stable,0,-0.6,0.6
"Wayne County, Missouri(6,8)",,473.3,430.4,519.8,101,stable,-8.6,-17.1,0.9
"Fairfax City, Virginia(6,8)",,373.4,340.8,408.4,100,stable,-0.4,-1.8,1
"Knott County, Kentucky(7,8)",,499.1,454.5,547.1,100,stable,0.4,-0.6,1.3
"Brooks County, Georgia(7,8)",,469.5,427.5,514.7,100,stable,0.4,-0.9,1.7
"Brantley County, Georgia(7,8)",,449.3,409.5,492.1,100,rising,2.5,1,4
"Breathitt County, Kentucky(7,8)",,595.6,542.6,652.6,100,rising,1.6,0.3,3
"Crawford County, Michigan(6,8)",,426.2 #  ,387.2,468.8,100,stable,-0.6,-2,0.9
"Fulton County, Pennsylvania(6,8)",,478.5,435.9,524.5,100,stable,0.1,-1,1.2
"Los Alamos County, New Mexico(7,8)",,422,384.3,462.7,100,falling,-1.1,-1.6,-0.6
"Macon County, Missouri(6,8)",,453.8,412.8,498.1,100,stable,-0.5,-1.4,0.4
"Hughes County, South Dakota(6,8)",,460.7,419.7,504.7,100,stable,0.3,-1.4,2
"Lee County, Texas(6,8)",,450.5,410.7,493.5,100,stable,0.5,-1,1.9
"Barbour County, West Virginia(6,8)",,446.8,406.9,489.8,99,stable,-0.7,-1.5,0.1
"Lancaster County, Virginia(6,8)",,420.4,378,467.7,99,stable,0,-1.2,1.3
"Cook County, Georgia(7,8)",,495.9,452.4,542.5,99,stable,0.4,-0.6,1.4
"Ford County, Illinois(6,8)",,538.7,490.5,590.8,99,stable,0.1,-1.2,1.5
"Greene County, Illinois(6,8)",,545.2,496.7,597.4,99,stable,0.3,-0.9,1.6
"Mason County, Illinois(6,8)",,478.8,435.7,525.5,99,stable,-1,-2.1,0.1
"Stone County, Mississippi(6,8)",,472.5,430.5,517.8,99,falling,-1,-1.8,-0.2
"Jackson Parish, Louisiana(7,8)",,457.8,416.9,501.8,99,stable,-0.5,-1.6,0.7
"Sanders County, Montana(6,8)",,475.2,428.7,526.3,99,stable,-0.3,-1.9,1.4
"Otoe County, Nebraska(6,8)",,460.6,418.8,505.8,99,stable,0.3,-1.4,2
"Buena Vista County, Iowa(7,8)",,416.9,379.4,457.2,98,stable,-7.3,-17.5,4.1
"Perquimans County, North Carolina(6,8)",,428.8,388.6,472.7,98,stable,-1,-2.7,0.7
"Sierra County, New Mexico(7,8)",,404.5,364.8,448.6,98,stable,-0.5,-1.1,0.1
"Buckingham County, Virginia(6,8)",,421.2,383.6,461.9,98,stable,-0.4,-1.9,1.2
"Washington County, Illinois(6,8)",,493.7,449.5,541.4,98,stable,0.2,-1.2,1.6
"Andrew County, Missouri(6,8)",,427.3,389.1,468.5,98,stable,-0.1,-1.5,1.2
"Lawrence County, Illinois(6,8)",,466.9,425.7,511.3,98,stable,0,-1.3,1.3
"Craig County, Oklahoma(6,8)",,483.1,439.9,529.7,97,stable,-0.3,-1.5,0.9
"Monroe County, West Virginia(6,8)",,471.5,427.9,518.8,97,stable,0,-1,1
"Calhoun County, South Carolina(6,8)",,440.1,399.6,484,97,stable,-0.9,-3,1.2
"Sequatchie County, Tennessee(6,8)",,480.6,437,527.8,97,stable,-10.3,-24.2,6.1
"Jefferson County, Iowa(7,8)",,394.3,356.9,435,97,stable,-0.2,-0.9,0.4
"Lafayette County, Wisconsin(6,8)",,445.5,405.1,489.1,97,stable,-0.3,-1.8,1.2
"Dakota County, Nebraska(6,8)",,452.9,412.7,495.9,96,stable,0.8,-0.9,2.5
"Morgan County, Ohio(6,8)",,457.9,416.2,503.1,96,stable,-0.4,-1.4,0.5
"Walthall County, Mississippi(6,8)",,489.8,445.7,537.4,96,stable,1.4,0,2.9
"Clarke County, Mississippi(6,8)",,429.2,390.4,471.3,96,falling,-2.7,-4.8,-0.6
"Minidoka County, Idaho(7,8)",,401,364.9,439.7,96,stable,-0.7,-1.5,0.1
"Appling County, Georgia(7,8)",,419.1,381.3,459.8,96,stable,-0.6,-1.8,0.7
"Massac County, Illinois(6,8)",,471.8,428.7,518.4,96,stable,0.3,-1.1,1.7
"Monroe County, Ohio(6,8)",,455.6,413.3,501.3,96,rising,8.5,1.7,15.8
"O'Brien County, Iowa(7,8)",,459.7,416.9,506.1,96,stable,-0.2,-0.8,0.3
"Crawford County, Iowa(7,8)",,438.6,398.8,481.3,96,stable,-0.2,-0.8,0.4
"Crenshaw County, Alabama(6,8)",,512.5,465.9,562.8,95,rising,2.6,1,4.2
"Bienville Parish, Louisiana(7,8)",,502,456,551.7,95,stable,-0.4,-1.7,1
"Grundy County, Tennessee(6,8)",,498.5,452.8,548,95,stable,0.7,-0.4,1.8
"Yalobusha County, Mississippi(6,8)",,544.8,494.9,598.8,95,falling,-8.5,-13.6,-3.1
"Choctaw County, Oklahoma(6,8)",,453.2,411.6,498.1,95,falling,-2.2,-3.1,-1.3
"Otero County, Colorado(6,8)",,365.8,332.4,401.9,95,falling,-2,-3.4,-0.7
"Mississippi County, Missouri(6,8)",,538.1,489.9,590,94,stable,0.9,-0.2,2.1
"Bamberg County, South Carolina(6,8)",,459.4,416.3,506.1,94,stable,-0.8,-1.7,0.1
"Richland County, North Dakota(6,8)",,461.6,418.9,507.5,94,stable,0.1,-1.4,1.5
"Oglethorpe County, Georgia(7,8)",,494.1,449.1,542.8,94,stable,0.3,-0.4,0.9
"Pendleton County, Kentucky(7,8)",,539,489.7,592,94,stable,0.2,-0.6,1.1
"Routt County, Colorado(6,8)",,340.2,307.5,375.6,94,falling,-2.7,-4.5,-0.8
"Alcona County, Michigan(6,8)",,433.6 #  ,385.5,487.5,94,falling,-1.6,-3.1,-0.1
"Braxton County, West Virginia(6,8)",,455.4,412.8,501.6,94,stable,1,-0.4,2.4
"Calhoun County, Mississippi(6,8)",,495.4,450.2,544.2,94,stable,1,-0.3,2.3
"Greene County, Virginia(6,8)",,402.8,366.1,442.4,94,falling,-1,-1.8,-0.1
"Jefferson County, Georgia(7)",,457.8,416,502.8,93,*,*,*,*
"Cleburne County, Alabama(6,8)",,457.4,415.5,502.6,93,stable,0.5,-1.3,2.2
"Jerome County, Idaho(7,8)",,406.3,369.5,445.7,93,stable,-1.2,-2.4,0
"Sevier County, Utah(7,8)",,388.2,353.1,426,93,stable,0.2,-0.5,0.9
"Shoshone County, Idaho(7,8)",,494.3,447.2,545.5,93,stable,-0.6,-1.5,0.3
"Washington County, Alabama(6,8)",,423.2,384.3,465.1,93,falling,-1.7,-3,-0.4
"Chester County, Tennessee(6,8)",,453.1,411.8,497.6,93,rising,1.9,0.6,3.2
"Union County, South Dakota(6,8)",,507.1,460.4,557.5,93,stable,-3.7,-7.4,0.2
"Clay County, North Carolina(6,8)",,490.9,442.1,544.5,93,stable,0.9,-0.8,2.6
"Middlesex County, Virginia(6,8)",,454.3,408.4,505,93,stable,0.3,-1.3,1.9
"Powell County, Kentucky(7,8)",,648.2,588.6,712.4,93,stable,0.9,-0.4,2.3
"Dent County, Missouri(6,8)",,417.2,378.2,459.4,93,stable,-1.1,-2.4,0.1
"Jasper County, Georgia(7)",,524.5,475.9,577,92,*,*,*,*
"West Feliciana Parish, Louisiana(7,8)",,482.1,437.3,530.6,92,stable,-0.2,-1.8,1.6
"Gogebic County, Michigan(6,8)",,362.2 #  ,327.4,400.2,92,stable,-0.1,-2.8,2.6
"Kingfisher County, Oklahoma(6,8)",,499.4,453.9,548.4,92,stable,-0.1,-1.3,1.2
"Marshall County, Illinois(6,8)",,501.4,454.4,552.5,92,stable,0.1,-1.2,1.5
"Jones County, Texas(6,8)",,397.7,361.8,436.4,92,stable,-0.1,-1.6,1.3
"Pemiscot County, Missouri(6,8)",,441.8,401.3,485.4,92,stable,1,-0.8,2.8
"Vinton County, Ohio(6,8)",,550.6,499.5,605.7,92,stable,0.5,-1,2
"Harrison County, Ohio(6,8)",,399.4,361.7,440.3,91,stable,-1.3,-3,0.5
"Stewart County, Tennessee(6,8)",,487.7,442.2,537.1,91,stable,0.6,-0.6,1.8
"McIntosh County, Georgia(7,8)",,401.5,362.5,444.1,91,stable,-1.7,-15.4,14.3
"Menard County, Illinois(6,8)",,540.6,490,595.3,91,stable,5.6,-1.1,12.8
"Appomattox County, Virginia(6,8)",,427.3,387.1,470.7,91,stable,-0.7,-2.4,0.9
"Grayson County, Virginia(6,8)",,371.1,335.9,409.6,91,stable,-1.2,-2.6,0.2
"Stone County, Arkansas(6,8)",,436.3,392.9,483.7,91,stable,0.1,-0.8,1
"Bates County, Missouri(6,8)",,399.3,362,439.7,90,stable,-0.8,-2.3,0.8
"Blackford County, Indiana(6,8)",,504.1,457.1,555.2,90,stable,-0.8,-2,0.5
"Trinity County, California(7,8)",,414.2,372.7,459.7,90,stable,-1.2,-2.4,0.1
"Madison County, Arkansas(6,8)",,427,387.1,470.2,90,stable,-0.1,-1.7,1.6
"Madison County, Iowa(7,8)",,444.9,403.7,489.4,90,stable,-0.2,-0.8,0.5
"Shelby County, Iowa(7,8)",,494.2,446.6,546.1,90,rising,0.8,0.2,1.4
"Washington County, North Carolina(6,8)",,463.2,418.3,512.2,90,stable,0.2,-1,1.4
"Cassia County, Idaho(7,8)",,365,331.4,401,90,stable,-0.6,-1.6,0.4
"Gonzales County, Texas(6,8)",,360.4,327,396.4,90,stable,-1.2,-2.3,0
"Parke County, Indiana(6,8)",,400.9,363.3,441.5,90,stable,-0.3,-1.8,1.3
"Seward County, Nebraska(6,8)",,419.8,380.6,462.1,90,stable,-1.2,-2.7,0.3
"Union County, Kentucky(7,8)",,513.7,465.7,565.5,90,stable,-0.1,-1,0.9
"Woodward County, Oklahoma(6,8)",,376.8,342.3,414,89,falling,-1.9,-3.3,-0.4
"Larue County, Kentucky(7,8)",,489.9,444.2,539.2,89,stable,0.3,-0.7,1.2
"Colusa County, California(7,8)",,389,352.8,427.9,89,stable,0.6,-1,2.2
"Appanoose County, Iowa(7,8)",,457.4,413.7,505,89,stable,-0.4,-1.4,0.6
"Cedar County, Missouri(6,8)",,412.3,372.6,455.6,88,falling,-1.2,-2.2,-0.1
"Smith County, Mississippi(6,8)",,425,384.9,468.3,88,stable,-0.1,-1.4,1.2
"Baker County, Oregon(6,8)",,332.1,299.4,367.9,88,stable,-1.8,-3.8,0.1
"Montgomery County, Missouri(6,8)",,520.7,471.1,574.6,88,stable,7,-3.7,18.7
"Ripley County, Missouri(6,8)",,448.9,406.6,494.7,88,stable,-0.4,-1.8,1.1
"Butler County, Kentucky(7,8)",,536,485.5,590.6,88,stable,0,-1.2,1.1
"Clay County, Alabama(6,8)",,468.5,424,516.8,88,stable,-0.9,-1.9,0.1
"Crockett County, Tennessee(6,8)",,464.8,421.1,512.2,88,rising,1.3,0.1,2.5
"Floyd County, Virginia(6,8)",,387.9,350.6,428.6,88,stable,-0.5,-1.7,0.7
"Madison County, Florida(6,8)",,339.7,307.7,374.4,88,stable,-1.4,-3,0.3
"Screven County, Georgia(7,8)",,467.5,423,515.7,87,stable,0.4,-0.5,1.4
"Amite County, Mississippi(6,8)",,452.8,408.6,501,87,stable,-0.6,-1.8,0.6
"Cass County, Illinois(6,8)",,533.4,483.5,587.4,87,stable,0.2,-1.3,1.7
"Grundy County, Iowa(7,8)",,483.6,437.6,533.6,87,stable,0.3,-0.5,1
"Moultrie County, Illinois(6,8)",,461.8,417.9,509.3,87,stable,0.1,-1.5,1.7
"Edmonson County, Kentucky(7,8)",,514.6,465.4,568.1,87,stable,0.3,-0.2,0.9
"Fulton County, Arkansas(6,8)",,434.9,391.9,482.1,87,stable,-0.4,-2.2,1.4
"Bath County, Kentucky(7,8)",,569.8,516.1,627.9,87,stable,0.6,-0.3,1.5
"Madison County, Missouri(6,8)",,531,480.7,585.5,87,stable,0.4,-0.9,1.7
"Choctaw County, Alabama(6,8)",,443.2,400.1,490.1,87,stable,1.3,-0.1,2.6
"Izard County, Arkansas(6,8)",,384.6,346.8,426,87,falling,-1.5,-2.2,-0.8
"Livingston County, Missouri(6,8)",,432.3,391.2,476.8,87,stable,-0.3,-1.8,1.3
"Hughes County, Oklahoma(6,8)",,477.5,432.3,526.5,86,stable,-0.9,-2.1,0.4
"Lake County, Michigan(6,8)",,396.1 #  ,355.8,440.8,86,stable,-1.3,-2.7,0.2
"Duchesne County, Utah(7,8)",,478.7,433.8,526.9,86,stable,0.4,-0.1,1
"Nolan County, Texas(6,8)",,448.8,406.1,494.9,86,stable,-0.8,-2.1,0.6
"Winn Parish, Louisiana(7,8)",,455.3,412.1,502.1,86,stable,-1,-2.3,0.3
"Red River County, Texas(6,8)",,432.5,390.2,478.9,85,falling,-1.3,-2.5,-0.1
"La Salle Parish, Louisiana(7,8)",,470.6,426.2,518.5,85,stable,-0.7,-1.5,0.1
"Lunenburg County, Virginia(6,8)",,455.8,411.7,504,85,stable,-0.2,-1.7,1.3
"Caldwell County, Kentucky(7,8)",,481.6,434.9,532.4,85,stable,-0.6,-1.2,0
"Jefferson County, Montana(6,8)",,507.8,455.9,564.5,85,stable,0.7,-1,2.4
"Lincoln County, Wyoming(6,8)",,374,337.4,413.5,85,stable,-1.1,-2.7,0.5
"Sanpete County, Utah(7,8)",,297.5,269.3,327.8,85,falling,-1,-1.8,-0.3
"Gooding County, Idaho(7,8)",,456.7,413.4,503.6,85,stable,-0.4,-1.5,0.7
"Meigs County, Tennessee(6,8)",,514.5,463.7,569.7,85,rising,2.3,0.6,4
"Crawford County, Georgia(7,8)",,510.8,460.7,565.3,84,stable,0.9,-0.2,2.1
"Sabine County, Texas(6,8)",,447.2,399.9,499.5,84,stable,0.8,-1,2.7
"Decatur County, Tennessee(6,8)",,462.5,417.3,511.9,84,stable,0.2,-0.6,1.1
"Jefferson County, Florida(6,8)",,388.2,350,430.1,84,stable,-0.8,-2.2,0.6
"Madison County, Virginia(6,8)",,431.4,389.3,477.4,84,stable,-1.5,-3.6,0.6
"Martinsville City, Virginia(6,8)",,450.7,407.2,498.1,84,stable,0.3,-1.6,2.1
"Robertson County, Texas(6,8)",,372.7,336.5,412.1,84,stable,-1.5,-2.9,0
"Buchanan County, Virginia(6,8)",,256.3,231.3,283.5,84,falling,-6.9,-10.4,-3.2
"Webster County, Kentucky(7,8)",,493.7,446.2,545.2,84,stable,-0.2,-1.5,1
"Charlotte County, Virginia(6,8)",,458.2,413.3,507.2,83,stable,0.5,-1,2
"Essex County, Virginia(6,8)",,509.1,458.9,564,83,stable,0.4,-1.6,2.5
"Murray County, Oklahoma(6,8)",,438.5,396.3,484.4,83,stable,-10.2,-20.2,1
"Custer County, Montana(6,8)",,503.8,454.7,557.1,83,stable,-1.2,-2.5,0.2
