State,,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Marlboro County, South Carolina(6,8)",,442.9,411.4,476.4,154,stable,-0.5,-1.8,0.7
"Decatur County, Indiana(6,8)",,478.2,444.2,514.2,154,stable,0.6,0,1.3
"Jasper County, South Carolina(6,8)",,443.6,411.4,477.8,154,stable,-0.1,-1.1,1
"Harrisonburg City, Virginia(6,8)",,393.7,365.6,423.4,154,stable,-0.8,-1.8,0.3
"Hendry County, Florida(6,8)",,373.9,347.7,401.6,154,falling,-1.9,-2.7,-1.1
"Milam County, Texas(6,8)",,459.2,426,494.5,154,stable,-0.3,-1.3,0.6
"Powhatan County, Virginia(6,8)",,404.3,375,435.5,154,falling,-2.4,-3.4,-1.4
"Mason County, Michigan(6,8)",,348.8 #  ,323,376.3,153,falling,-2.3,-3.5,-1
"Carroll County, Iowa(7,8)",,535.2,495.7,577.2,153,rising,3.1,0.5,5.8
"Kent County, Maryland(6,8)",,463.6,428.2,501.6,152,stable,-0.2,-1.3,0.9
"Lauderdale County, Tennessee(6,8)",,490.5,455.4,527.5,152,rising,1.5,0.6,2.4
"Scott County, Mississippi(6,8)",,477,442.9,512.9,152,stable,-0.3,-1.5,0.9
"Chattooga County, Georgia(7,8)",,482.8,448.3,519.4,152,stable,0.8,0,1.6
"Peach County, Georgia(7,8)",,487.3,452.3,524.5,152,stable,-0.4,-1.4,0.7
"Somerset County, Maryland(6,8)",,495.8,460.3,533.5,152,stable,-0.5,-1.5,0.5
"Waynesboro City, Virginia(6,8)",,541.7,502.9,582.9,152,stable,0.5,-0.4,1.3
"Grant County, New Mexico(7,8)",,335.4,309.6,363.1,152,falling,-1.6,-2.2,-0.9
"Meigs County, Ohio(6,8)",,482.3,447.3,519.5,151,stable,0.5,-0.3,1.3
"Dickinson County, Iowa(7,8)",,534.9,494.4,578.4,151,stable,0.3,-0.1,0.8
"Hampshire County, West Virginia(6,8)",,452.4,418.9,488,151,stable,-0.3,-1.2,0.5
"Howard County, Texas(6,8)",,389,361.3,418.4,151,falling,-3.1,-4.4,-1.8
"Page County, Virginia(6,8)",,446.7,414.1,481.4,151,stable,0.4,-0.8,1.6
"Scott County, Indiana(6,8)",,513.8,476.7,553.1,151,stable,-0.7,-1.8,0.3
"Decatur County, Georgia(7,8)",,455.6,422.9,490.1,150,stable,5.7,-1,12.9
"Oceana County, Michigan(6,8)",,408.6 #  ,378.5,440.7,150,stable,-1.1,-2.4,0.2
"Toombs County, Georgia(7,8)",,470.1,436.4,505.8,150,stable,-0.4,-1.5,0.7
"Juniata County, Pennsylvania(6,8)",,455.8,422.5,491.2,150,rising,1.6,0.5,2.6
"Abbeville County, South Carolina(6,8)",,433.1,401.1,467.2,150,stable,-0.6,-1.7,0.6
"Tate County, Mississippi(6,8)",,448.4,415.8,482.9,149,stable,-1.2,-3.1,0.7
"Yazoo County, Mississippi(6,8)",,505.1,469,543.3,149,stable,0.1,-0.5,0.7
"Dickinson County, Michigan(6,8)",,395.2 #  ,365.5,426.9,149,stable,-0.8,-2.3,0.8
"Union County, Oregon(6,8)",,439.1,406.4,473.9,149,stable,-0.6,-1.6,0.4
"Neshoba County, Mississippi(6,8)",,443.4,411.3,477.5,149,stable,0.8,-0.5,2.2
"Posey County, Indiana(6,8)",,447.8,414.9,482.8,149,stable,0.4,-0.5,1.4
"Graham County, Arizona(6,8)",,389.6,361.7,419,148,falling,-1,-1.9,-0.1
"Otsego County, Michigan(6,8)",,437.2 #  ,404.9,471.7,148,stable,-1.1,-2.1,0
"Menominee County, Michigan(6,8)",,396.6 #  ,366.8,428.6,148,stable,0.8,-2.6,4.3
"Anson County, North Carolina(6,8)",,451.5,418.6,486.4,148,stable,3.8,-4.6,13
"Audrain County, Missouri(6,8)",,464.9,431.1,500.7,148,falling,-1,-1.7,-0.3
"Franklin County, Georgia(7,8)",,500.6,463.9,539.6,148,rising,1.2,0.1,2.3
"Piscataquis County, Maine(6,8)",,508.8,469.7,550.9,147,stable,4.9,-3.1,13.5
"Sabine Parish, Louisiana(7,8)",,450.5,417.1,485.9,147,stable,-0.9,-1.8,0.1
"Lincoln County, West Virginia(6,8)",,523,484.5,563.9,147,stable,-0.6,-1.7,0.6
"Ashley County, Arkansas(6,8)",,514.6,477,554.7,147,stable,1,-0.4,2.5
"Brookings County, South Dakota(6,8)",,494.9,458.8,533.1,147,stable,0,-1.3,1.3
"Campbell County, Wyoming(6,8)",,353.4,325.5,383,146,stable,-1.5,-3,0.1
"Langlade County, Wisconsin(6,8)",,484.2,447.3,523.6,146,stable,0.2,-0.7,1.1
"Barbour County, Alabama(6,8)",,423.4,392.4,456.3,146,stable,-0.2,-1.5,1.1
"Meriwether County, Georgia(7,8)",,489.7,453.2,528.5,146,stable,0.9,-0.2,2
"Smyth County, Virginia(6,8)",,321.1,297.3,346.6,146,falling,-21.3,-36.3,-2.8
"Fairfield County, South Carolina(6,8)",,434.7,402.1,469.5,145,falling,-1.1,-1.9,-0.4
"Bremer County, Iowa(7,8)",,449,415.6,484.4,145,stable,-0.3,-0.8,0.2
"Miller County, Missouri(6,8)",,446.3,413.3,481.3,145,stable,0.6,-0.4,1.5
"Polk County, Missouri(6,8)",,367.5,340.4,396.3,145,falling,-1.9,-2.8,-1
"Warren County, North Carolina(6,8)",,456.4,421.3,494,145,stable,-0.4,-1.2,0.4
"Hickman County, Tennessee(6,8)",,465.2,431.1,501.5,144,stable,-0.1,-1.4,1.3
"LaGrange County, Indiana(6,8)",,378.4,350.7,407.6,144,stable,-0.9,-1.9,0.2
"Van Buren County, Arkansas(6,8)",,515.8,476.3,558.2,144,rising,1.3,0.1,2.5
"Pointe Coupee Parish, Louisiana(7,8)",,473.3,437.7,511.3,144,stable,0.6,-3.3,4.7
"Gage County, Nebraska(6,8)",,454.7,420.5,491.3,144,stable,0.2,-1.1,1.4
"Grant County, Kentucky(7,8)",,548.4,507.8,591.3,143,stable,0.3,-0.4,1
"Winston County, Alabama(6,8)",,414.7,383.6,447.9,143,falling,-2.2,-3.5,-0.9
"Ray County, Missouri(6,8)",,475.7,440.4,513.2,143,stable,-0.2,-1.4,1.1
"Sunflower County, Mississippi(6,8)",,513.4,475.6,553.5,143,rising,2.5,0.9,4.1
"Northampton County, North Carolina(6,8)",,434.4,400.6,470.6,143,stable,-0.3,-1.2,0.7
"Allen Parish, Louisiana(7,8)",,487.6,452,525.4,142,stable,0.6,-0.5,1.7
"West Baton Rouge Parish, Louisiana(7,8)",,499.8,462.9,539.1,142,stable,-0.5,-1.6,0.6
"Manassas City, Virginia(6,8)",,403.6,372.7,436.3,142,falling,-2.5,-4.1,-0.8
"Montour County, Pennsylvania(6,8)",,549.6,507.7,594.2,142,stable,0.6,-0.5,1.7
"Grady County, Georgia(7,8)",,454.6,420.9,490.5,142,stable,-1,-2,0.1
"Edgefield County, South Carolina(6,8)",,397,367.3,428.6,142,stable,-0.8,-1.9,0.4
"Texas County, Missouri(6,8)",,387.8,358.7,418.9,141,falling,-1.3,-2.2,-0.3
"Tishomingo County, Mississippi(6,8)",,530.7,490.6,573.4,141,rising,1,0.2,1.8
"Breckinridge County, Kentucky(7,8)",,521.4,482.1,563.3,141,stable,0.3,-0.6,1.2
"Wyoming County, West Virginia(6,8)",,456.6,421.9,493.6,141,stable,5.4,-3,14.6
"Pierce County, Wisconsin(6,8)",,306.9,283.9,331.3,140,stable,-0.8,-2.2,0.7
"Butts County, Georgia(7,8)",,498.4,461.4,537.8,140,stable,0.3,-0.8,1.4
"Dawson County, Georgia(7,8)",,449.1,414.4,486,140,stable,-1.1,-2.3,0.1
"Johnson County, Arkansas(6,8)",,448.8,415.5,484.3,140,stable,0.6,-0.5,1.7
"Assumption Parish, Louisiana(7,8)",,490,453.3,529.1,140,stable,-0.7,-1.6,0.2
"Del Norte County, California(7,8)",,402.6,372.4,434.7,140,falling,-1.8,-3.2,-0.5
"Currituck County, North Carolina(6,8)",,433.8,400.9,468.9,140,stable,-0.7,-2.2,0.7
"Grimes County, Texas(6,8)",,400.1,369.9,432.3,139,stable,0.3,-0.9,1.4
"Hopewell City, Virginia(6,8)",,526.3,487.2,567.9,139,stable,0.2,-0.9,1.3
"Greene County, Georgia(7)",,485.5,446,528,139,*,*,*,*
"Grenada County, Mississippi(6,8)",,511.4,473.2,552.1,139,stable,0.5,-0.6,1.6
"Marion County, Arkansas(6,8)",,475.4,436.5,517.5,139,stable,0.1,-1.2,1.3
"Teller County, Colorado(6,8)",,415.1,380.7,452.2,139,falling,-1.8,-3.3,-0.2
"Luna County, New Mexico(7,8)",,416.4,384.5,450.4,139,stable,0.3,-0.3,0.9
"Anderson County, Kentucky(7,8)",,535.9,495.8,578.5,139,stable,-0.5,-1.7,0.7
"Lampasas County, Texas(6,8)",,512.9,474.1,554.2,139,stable,0.8,-0.4,2
"Madison County, North Carolina(6,8)",,437.7,404.2,473.4,139,stable,-0.6,-1.8,0.6
"Union Parish, Louisiana(7,8)",,451.1,416.4,488,138,stable,-0.5,-1.2,0.1
"Jersey County, Illinois(6,8)",,465.8,430.6,503.3,138,stable,-0.3,-1.4,0.8
"Payette County, Idaho(7,8)",,481.6,445.3,520.1,138,stable,0.1,-1,1.2
"Logan County, Arkansas(6,8)",,455.3,420.9,491.9,138,stable,-0.8,-1.7,0.2
"Worth County, Georgia(7,8)",,502.8,464.6,543.6,138,stable,0.7,-0.5,1.8
"Lamoille County, Vermont(6,8)",,443.2,409.7,478.8,138,falling,-2,-3.2,-0.9
"Seminole County, Oklahoma(6,8)",,431,398.6,465.4,138,falling,-1.4,-2.3,-0.5
"Fayette County, Indiana(6,8)",,429.5,397,464.2,137,falling,-1,-1.8,-0.2
"Owen County, Indiana(6,8)",,472.4,436.3,511,137,stable,0,-1.1,1.1
"Washington County, Iowa(7,8)",,473.6,437.4,512.2,137,stable,0.4,0,0.9
"Washington County, Missouri(6,8)",,444.8,411.3,480.5,137,stable,-0.5,-1.6,0.7
"Bourbon County, Kentucky(7,8)",,517,478,558.5,137,stable,-0.8,-1.8,0.1
"Randolph County, Missouri(6,8)",,454.7,420.7,490.8,137,stable,-0.3,-1.1,0.6
"McDuffie County, Georgia(7,8)",,522.5,482.6,564.9,137,stable,1,-0.3,2.3
"Itawamba County, Mississippi(6,8)",,469.9,434.6,507.4,137,falling,-2,-3.7,-0.2
"Clinton County, Missouri(6,8)",,506.6,468.1,547.7,136,stable,0.3,-0.8,1.5
"Kleberg County, Texas(6,8)",,454.4,420.3,490.5,136,stable,-0.2,-1.5,1.1
"New Kent County, Virginia(6,8)",,512.4,472,555.5,136,stable,-0.2,-1.4,1.1
"Fayette County, Iowa(7,8)",,464.4,428.2,503.2,136,stable,-0.2,-0.5,0.1
"Hardin County, Iowa(7,8)",,532.4,490.7,577.1,136,stable,0.1,-0.4,0.6
"McIntosh County, Oklahoma(6,8)",,424.2,390.3,460.6,136,falling,-1.5,-2.7,-0.2
"Russell County, Kentucky(7,8)",,564.8,521.5,611,136,stable,0.7,-0.5,1.8
"St. James Parish, Louisiana(7,8)",,514.8,475.5,556.6,136,stable,0.9,-0.1,1.9
"Klickitat County, Washington(6,8)",,414.7,381.8,450,135,stable,0.3,-1.3,1.8
"Benton County, Tennessee(6,8)",,539.2,497.1,584.4,135,rising,1.4,0.2,2.6
"Clay County, Kentucky(7,8)",,559.1,516.6,604.2,135,rising,1.1,0.3,1.8
"Bandera County, Texas(6,8)",,374.6,343.9,407.7,135,stable,2.7,-2.7,8.4
"Plumas County, California(7,8)",,412.1,377.8,449.2,135,falling,-1.1,-2.1,-0.2
"Wayne County, Kentucky(7,8)",,471.2,434.9,510,134,stable,0,-1,1
"Morgan County, Tennessee(6,8)",,481.2,444.4,520.4,134,falling,-1.1,-2.1,-0.2
"Perry County, Illinois(6,8)",,485.9,448.8,525.4,134,stable,0,-1.3,1.4
"San Miguel County, New Mexico(7,8)",,340,313.5,368.4,134,stable,-0.3,-0.9,0.2
"Hardee County, Florida(6,8)",,438.3,405.3,473.4,133,stable,0.4,-0.9,1.6
"Jackson County, Iowa(7,8)",,488.5,450.3,529.3,133,stable,0.2,-0.3,0.7
"Macon County, Tennessee(6,8)",,480.8,444,519.9,133,stable,-0.2,-1.4,1
"Lawrence County, South Dakota(6,8)",,396.4,364.8,430.1,133,falling,-1.4,-2.6,-0.1
"Taylor County, Florida(6,8)",,437.6,404.1,473.4,133,falling,-1.2,-2,-0.4
"Westmoreland County, Virginia(6,8)",,462.8,425.8,502.6,133,stable,-0.3,-1.2,0.6
"Washington County, Nebraska(6,8)",,519,478.8,561.9,133,stable,0.4,-1,1.7
"Lassen County, California(7,8)",,386.1,356.4,417.7,133,stable,0.6,-0.7,1.9
"Jones County, Iowa(7,8)",,468.5,432.1,507.5,132,stable,-0.3,-0.7,0.1
"Winchester City, Virginia(6,8)",,416.1,384.3,449.9,132,falling,-0.9,-1.7,-0.1
"Randolph County, Alabama(6,8)",,421,388.3,455.9,132,stable,0.8,-0.7,2.4
"Coahoma County, Mississippi(6,8)",,489,451.4,529,132,rising,3.2,0.9,5.6
"Dukes County, Massachusetts(7,8)",,511.6,470.7,555.5,132,stable,-0.8,-1.7,0.1
"East Feliciana Parish, Louisiana(7,8)",,512.2,472.2,554.8,132,stable,0.8,-0.5,2
"Juneau Borough, Alaska(6,8)",,392.1,360.3,426.1,132,falling,-1.5,-2.6,-0.4
"McDowell County, West Virginia(6,8)",,462.6,426.2,501.7,132,stable,-0.5,-1.9,0.8
"Sharp County, Arkansas(6,8)",,480.9,441.8,523.1,132,stable,0.3,-1.1,1.8
"Stark County, North Dakota(6,8)",,418.3,385.9,452.7,132,stable,0.1,-1,1.3
"Schuyler County, New York(7,8)",,510.1,470.1,552.9,131,stable,-0.3,-1.1,0.6
"Titus County, Texas(6,8)",,384.2,355,415.2,131,falling,-2,-3.3,-0.7
"Limestone County, Texas(6,8)",,425.2,392.2,460.4,131,stable,-0.1,-1.6,1.4
"Jefferson County, Oregon(6,8)",,446.2,411.1,483.8,131,stable,0.9,-0.3,2.1
"Lavaca County, Texas(6,8)",,443,407.4,481.1,131,falling,-1.4,-2.6,-0.2
"Yancey County, North Carolina(6,8)",,458.8,421.9,498.4,130,stable,0.4,-1.2,2
"Iowa County, Wisconsin(6,8)",,426.5,393.1,462.2,130,stable,0.8,-0.6,2.2
"Prince Edward County, Virginia(6,8)",,514.4,473.9,557.6,130,stable,0,-1.5,1.5
"Scott County, Tennessee(6,8)",,492.5,454.4,533.1,130,stable,-0.6,-2.1,1
"Bertie County, North Carolina(6,8)",,440.2,405.6,477.3,130,stable,-0.9,-1.8,0
"Franklin County, Indiana(6,8)",,443.1,408.7,479.9,130,stable,-0.7,-2.5,1.1
"Wyandot County, Ohio(6,8)",,436.9,402.9,473.2,130,stable,-0.6,-1.7,0.6
"Elbert County, Georgia(7,8)",,477.3,439.8,517.4,129,stable,0.6,-0.4,1.7
"Hale County, Texas(6,8)",,372.9,344.3,403.1,129,stable,-1.3,-2.6,0
"San Juan County, Washington(7,8)",,404.8,369.9,443,129,falling,-1.2,-2.1,-0.2
"Franklin Parish, Louisiana(7,8)",,498.9,460.1,540.4,129,stable,0.3,-0.7,1.2
"Mitchell County, Georgia(7,8)",,475.9,439.2,514.9,129,falling,-1,-1.9,-0.2
"Panola County, Texas(6,8)",,416.8,384.2,451.7,129,stable,-1.1,-2.2,0
"Washington County, Georgia(7)",,495.1,456.7,536,129,*,*,*,*
"Polk County, Arkansas(6,8)",,427.5,393.5,463.9,129,stable,-0.3,-1.5,0.9
"Saline County, Missouri(6,8)",,436.1,402,472.5,129,stable,-0.2,-3.9,3.6
"Washburn County, Wisconsin(6,8)",,488.9,448.8,532.2,128,stable,0.7,-1,2.4
"Benzie County, Michigan(6,8)",,468.8 #  ,430,510.6,128,stable,-0.5,-1.4,0.3
"Malheur County, Oregon(6,8)",,353.9,326.4,383.1,128,stable,6.1,-5.3,18.8
"Hertford County, North Carolina(6,8)",,389.1,358.2,422,128,falling,-1.4,-2.8,-0.1
"St. Francis County, Arkansas(6,8)",,401.8,370.5,435.2,128,stable,4.9,-1.3,11.4
"Saunders County, Nebraska(6,8)",,462.1,425.7,501.1,128,stable,0.1,-0.8,1
"Sawyer County, Wisconsin(6,8)",,475.1,436.1,517.2,128,stable,-2.3,-4.9,0.3
"Marion County, Kentucky(7,8)",,551.3,508.2,597.2,127,stable,0.9,-0.1,1.9
"Jay County, Indiana(6,8)",,484.9,447,525.3,127,stable,-0.6,-1.5,0.3
"La Paz County, Arizona(6,8)",,306,277.2,337.5,127,stable,-0.3,-1.6,1.1
"Colorado County, Texas(6,8)",,408.9,376.1,444,127,stable,-1.3,-2.5,0
"Fentress County, Tennessee(6,8)",,490.9,451.4,533.3,127,stable,-0.1,-1.4,1.2
"Hancock County, Illinois(6,8)",,471.4,432.9,512.6,127,stable,-0.6,-1.6,0.4
"Unicoi County, Tennessee(6,8)",,474.1,435.9,515.2,127,stable,1.3,-0.1,2.6
"Conway County, Arkansas(6,8)",,443.8,408.7,481.2,127,stable,-0.6,-1.6,0.5
"Fayette County, Illinois(6,8)",,432.5,398.8,468.5,127,stable,-0.3,-1.6,1.1
"Pickens County, Alabama(6,8)",,484.5,446.1,525.5,127,stable,8.6,-2.6,21
"Bibb County, Alabama(6,8)",,467.3,431,506.1,127,stable,0.5,-0.8,1.7
"Macon County, Alabama(6,8)",,493.7,453.9,536.3,127,rising,1.8,0.3,3.4
"Hart County, Kentucky(7,8)",,549,505.7,595.3,126,stable,0.8,-0.4,2
"Rowan County, Kentucky(7,8)",,516.3,475.8,559.4,126,stable,0.4,-0.5,1.3
"Chaffee County, Colorado(6,8)",,423.4,388.7,460.9,126,stable,-0.3,-1.4,0.9
"Carroll County, Indiana(6,8)",,472.3,434.9,512.3,126,stable,-0.6,-2,0.8
"Jackson County, Oklahoma(6,8)",,452,416.8,489.4,126,stable,-0.5,-1.8,0.8
"Lewis County, West Virginia(6,8)",,536.5,494.1,581.8,126,stable,0,-1.6,1.7
"Baker County, Florida(6,8)",,418.7,385.8,453.6,126,falling,-1.3,-2.4,-0.3
"Dixie County, Florida(6,8)",,489.9,450.2,532.6,126,stable,0,-1.1,1
"Page County, Iowa(7,8)",,533.5,490.6,579.6,126,rising,0.7,0.1,1.2
"Southampton County, Virginia(6,8)",,483.6,444.9,525.2,126,stable,0.7,-0.7,2
"Burnett County, Wisconsin(6,8)",,459.8,420.5,502.5,125,stable,0.6,-1,2.2
"Churchill County, Nevada(6,8)",,403.6,371.5,437.9,125,falling,-1.6,-2.7,-0.4
"Emanuel County, Georgia(7,8)",,464.8,428.3,503.8,125,stable,0.4,-0.8,1.5
"Fredericksburg City, Virginia(6,8)",,507.6,467.8,549.8,125,falling,-1.2,-2,-0.3
"Henry County, Iowa(7,8)",,485.8,447.3,527,125,stable,0.2,-0.4,0.8
"Kalkaska County, Michigan(6,8)",,507 #  ,466.1,550.8,125,stable,-0.4,-1.9,1.1
"Allen County, Kentucky(7,8)",,477.6,439.8,517.9,125,stable,-0.1,-1,0.7
"Washington County, Florida(6,8)",,395.9,364.7,429.3,125,stable,1.5,0,3.1
"Buchanan County, Iowa(7,8)",,470.1,432.9,509.9,124,stable,-0.2,-0.8,0.3
"Custer County, Oklahoma(6,8)",,426.8,393.2,462.5,124,stable,-0.8,-1.8,0.2
"Humphreys County, Tennessee(6,8)",,479.2,440.9,520.2,124,stable,-1.1,-2.4,0.2
"Burke County, Georgia(7,8)",,473.7,435.7,514.1,124,stable,0,-1,0.9
"Crawford County, Illinois(6,8)",,471.9,434.5,511.8,124,stable,-0.4,-2.1,1.2
"Union County, Illinois(6,8)",,496.8,456.8,539.6,124,stable,1.2,-0.1,2.5
"Bee County, Texas(6,8)",,392.7,362,425.3,124,stable,0.3,-0.8,1.4
"Arkansas County, Arkansas(6,8)",,507,466.4,550.3,124,stable,0.9,-0.2,2
"Davison County, South Dakota(6,8)",,491.3,451.6,533.7,124,stable,1.4,-0.7,3.5
"Nelson County, Virginia(6,8)",,514.5,470.9,561.6,124,stable,-0.3,-1.5,1
"Kewaunee County, Wisconsin(6,8)",,439.2,403.8,477.2,123,stable,-0.2,-1.3,0.9
"Monroe County, Alabama(6,8)",,428.5,393.9,465.5,123,stable,0.7,-0.2,1.6
"Montague County, Texas(6,8)",,440.9,405.1,479.4,123,stable,-0.2,-1.1,0.7
"Tippah County, Mississippi(6,8)",,466.2,429.4,505.4,123,rising,1.5,0.2,2.8
"Harrison County, Kentucky(7,8)",,519.3,477.7,563.7,123,stable,-0.2,-1,0.6
"Lawrence County, Arkansas(6,8)",,551,506.5,598.5,123,rising,8.6,3.1,14.5
"Avery County, North Carolina(6,8)",,484.3,445.7,525.8,123,stable,0.8,-0.4,2
"DeWitt County, Texas(6,8)",,438.8,403.8,476.3,123,stable,-0.9,-1.8,0.1
"Morgan County, Colorado(6,8)",,382.2,352,414.3,123,stable,-0.7,-1.8,0.4
"Shelby County, Texas(6,8)",,388.4,357.7,421.1,123,stable,-1.1,-2.3,0.1
"Clark County, Arkansas(6,8)",,481.3,442.6,522.6,123,stable,0.9,-0.3,2
"Leake County, Mississippi(6,8)",,463.3,426.6,502.4,123,stable,-6.1,-13.2,1.7
"Newton County, Mississippi(6,8)",,480,442,520.5,123,stable,-0.6,-1.9,0.7
"Tama County, Iowa(7,8)",,514.7,473,559.5,123,stable,0.2,-0.3,0.6
"Towns County, Georgia(7,8)",,582.8,528.4,642.1,123,stable,0.5,-0.6,1.6
"Uintah County, Utah(7,8)",,402.8,370.8,436.7,123,stable,0.1,-0.4,0.6
"Douglas County, Illinois(6,8)",,493.3,453.8,535.4,122,stable,-0.4,-1.3,0.5
"Garrard County, Kentucky(7,8)",,549.1,504.9,596.3,122,stable,-0.5,-1.5,0.5
"Meade County, South Dakota(6,8)",,410,377,445.2,122,falling,-1.3,-2.2,-0.4
"Rabun County, Georgia(7,8)",,454.3,416.1,495.5,122,stable,-7.3,-18.1,4.9
"Brunswick County, Virginia(6,8)",,508.8,467.7,552.9,122,stable,0.6,-0.3,1.5
"Mahaska County, Iowa(7,8)",,419.4,385.7,455.4,122,stable,-0.1,-0.7,0.5
"Gem County, Idaho(7,8)",,491.7,451.3,535.1,122,falling,-2.6,-4.5,-0.7
"Orange County, Indiana(6,8)",,462.1,424.9,502,122,stable,0.1,-1.3,1.6
"Potter County, Pennsylvania(6,8)",,460.4,422.4,501.3,122,stable,-0.3,-1.6,1.1
"Albany County, Wyoming(6,8)",,380.8,349.8,413.8,121,stable,-1,-2.4,0.4
"Morgan County, Georgia(7)",,495.6,455.5,538.5,121,*,*,*,*
"Adair County, Kentucky(7,8)",,506.6,465.6,550.3,121,stable,0.1,-0.8,1
"Crisp County, Georgia(7,8)",,413.2,379.7,448.9,121,stable,-10.9,-24,4.3
"Price County, Wisconsin(6,8)",,511.4,469.1,557.4,121,stable,0.9,-0.4,2.2
"Yell County, Arkansas(6,8)",,445.7,410.2,483.6,121,stable,-0.6,-1.8,0.7
"Randolph County, Arkansas(6,8)",,510.7,469,555.3,121,stable,0.8,-0.7,2.4
"Northumberland County, Virginia(6,8)",,442,403,485.1,121,stable,-0.7,-2.1,0.6
"Arenac County, Michigan(6,8)",,494.1 #  ,452.3,539.3,121,stable,-1.1,-2.6,0.5
"Hutchinson County, Texas(6,8)",,457.6,420.7,496.8,121,stable,-0.9,-2,0.3
"Elmore County, Idaho(7,8)",,467.4,430,507.2,120,falling,-2.4,-3.8,-1
"Vernon County, Missouri(6,8)",,435,399.8,472.8,120,stable,-0.3,-1.2,0.6
"Barnwell County, South Carolina(6,8)",,430.9,395.8,468.5,120,stable,-0.8,-1.9,0.4
"Cedar County, Iowa(7,8)",,489.5,449.5,532.4,120,stable,-0.8,-1.8,0.2
"Montezuma County, Colorado(6,8)",,328.8,301.4,358.3,120,falling,-3,-4.3,-1.6
"Sullivan County, Indiana(6,8)",,453.6,417.2,492.5,120,stable,-1,-2.3,0.3
"Colonial Heights City, Virginia(6,8)",,496.4,455.8,539.8,120,stable,0.5,-0.5,1.6
"Grant County, Arkansas(6,8)",,519.6,477.8,564.2,120,stable,0.5,-0.7,1.8
"Marengo County, Alabama(6,8)",,455.2,418.1,494.9,120,stable,0.6,-0.1,1.3
"Marquette County, Wisconsin(6,8)",,490.5,448.7,535.6,120,falling,-1.3,-2.4,-0.1
"Clay County, Arkansas(6,8)",,553.7,508.1,602.6,119,rising,2.1,0.7,3.6
"Clayton County, Iowa(7,8)",,439.8,403,479.5,119,stable,-0.3,-0.8,0.2
"Jackson County, Wisconsin(6,8)",,435.8,400.4,473.7,119,stable,-0.2,-1.8,1.5
"Lincoln County, New Mexico(7,8)",,345.5,315,378.5,119,falling,-1.8,-2.3,-1.3
"Lawrence County, Kentucky(7,8)",,594.6,546,646.6,119,stable,0.8,0,1.6
"Bosque County, Texas(6,8)",,415.6,380.1,454,118,stable,0.5,-0.7,1.6
"De Witt County, Illinois(6,8)",,543.3,498.9,590.9,118,stable,-5.9,-11.9,0.5
"Spencer County, Indiana(6,8)",,418.9,384.7,455.6,118,stable,-0.8,-2.1,0.5
"Rockcastle County, Kentucky(7,8)",,554.5,509.1,603.1,118,rising,0.8,0.1,1.4
"Clay County, Mississippi(6,8)",,460,422.3,500.3,117,stable,0.3,-1.1,1.8
"Wetzel County, West Virginia(6,8)",,499.3,457.4,544.2,117,stable,-0.9,-2.8,1.1
"Yankton County, South Dakota(6,8)",,390.7,358.7,424.9,117,stable,-0.7,-2.2,0.9
"Inyo County, California(7,8)",,420.9,385,459.6,117,stable,-0.8,-2.1,0.5
"Clay County, Iowa(7,8)",,498.4,456.6,543.3,117,stable,0,-0.4,0.4
"Covington County, Mississippi(6,8)",,500.5,459.8,544.1,117,stable,0.8,-0.1,1.7
"Adair County, Missouri(6,8)",,456.3,418.7,496.4,116,stable,0,-1.3,1.3
"Fulton County, Indiana(6,8)",,428.7,393.4,466.5,116,falling,-1.7,-2.7,-0.7
"Polk County, Tennessee(6,8)",,497.7,456.4,542,116,stable,1.1,-0.3,2.5
"Pike County, Illinois(6,8)",,521.4,477.9,568.1,116,rising,1.8,0.7,2.9
"Richland Parish, Louisiana(7,8)",,461.5,423.6,501.9,116,stable,-0.5,-1.4,0.5
"Blaine County, Idaho(7,8)",,425.6,389.8,463.9,116,stable,-0.5,-1.7,0.8
"Concordia Parish, Louisiana(7,8)",,467.6,429.1,508.7,116,stable,-2.6,-6.7,1.7
"Floyd County, Iowa(7,8)",,507.4,464.7,553.2,116,stable,0.1,-0.4,0.7
"Johnson County, Tennessee(6,8)",,439.2,402.8,478.4,116,stable,1.7,-0.4,3.9
"Mercer County, Illinois(6,8)",,511.6,468.9,557.6,116,stable,0.4,-0.8,1.6
"Butler County, Alabama(6,8)",,428.7,393,466.9,116,stable,0.5,-1,2
"Delaware County, Iowa(7,8)",,505.7,463.3,551,116,stable,0.4,-0.1,0.9
"Saluda County, South Carolina(6,8)",,432,396.3,470.3,116,stable,2.4,-0.2,5
"Dawson County, Nebraska(6,8)",,417,382.9,453.5,116,stable,-0.5,-1.8,0.8
"Uvalde County, Texas(6,8)",,380.8,349.5,414.1,116,stable,-0.3,-1.5,1
"Mariposa County, California(7,8)",,373.1,340.5,408.5,115,falling,-1.7,-2.3,-1
"Trinity County, Texas(6,8)",,484.8,442.2,530.9,115,stable,0.8,-0.6,2.1
"Wright County, Missouri(6,8)",,464.8,426.1,506.4,115,stable,-0.6,-1.4,0.2
"Fountain County, Indiana(6,8)",,508.5,466.4,553.8,115,stable,0.1,-0.7,1
